Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-mgaa,checkpoint-z52s,checkpoint-u6nu,checkpoint-puaw,checkpoint-axcr,checkpoint-mrc4,choice made,reaction time
1,1555339753697,15/04/2019 14:49:13,1555339753441,1,15/04/2019 15:49:13,6138,39,task-j8g3,,2463657,5c840d70969e2600152b2b5e,680171,,complete,,5cb494b0cc84cf001653bac8,computer,Desktop or Laptop,Windows 10,IE 11.0,1366x768,1366x643,after questionnairs,AMI,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,"{""Q0"":""Completely TRUE"",""Q1"":""Quite true"",""Q2"":""Quite true"",""Q3"":""Quite true"",""Q4"":""Neither true nor untrue"",""Q5"":""Quite true""}",32360.69974751184
2,1555339791791,15/04/2019 14:49:51,1555339791597,1,15/04/2019 15:49:51,6138,39,task-j8g3,,2463657,5c840d70969e2600152b2b5e,680171,,complete,,5cb494b0cc84cf001653bac8,computer,Desktop or Laptop,Windows 10,IE 11.0,1366x768,1366x643,after questionnairs,AMI,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,"{""Q0"":""Quite true"",""Q1"":""Completely UNTRUE"",""Q2"":""Quite true"",""Q3"":""Quite true"",""Q4"":""Completely TRUE"",""Q5"":""Completely TRUE"",""Q6"":""Mostly untrue""}",38060.60017950183
3,1555339821382,15/04/2019 14:50:21,1555339821030,1,15/04/2019 15:50:21,6138,39,task-j8g3,,2463657,5c840d70969e2600152b2b5e,680171,,complete,,5cb494b0cc84cf001653bac8,computer,Desktop or Laptop,Windows 10,IE 11.0,1366x768,1366x643,after questionnairs,AMI,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,"{""Q0"":""Completely TRUE"",""Q1"":""Quite true"",""Q2"":""Neither true nor untrue"",""Q3"":""Completely TRUE"",""Q4"":""Completely TRUE"",""Q5"":""Completely TRUE""}",29357.0002125779
1,1555339852296,15/04/2019 14:50:52,1555339850744,-5,15/04/2019 09:50:50,6138,39,task-j8g3,,2463666,5c37aa8b832a8400010983b3,680167,,complete,,5cb4944b8db4e600186786f1,computer,Desktop or Laptop,Windows 7,Chrome 73.0.3683.103,1366x768,1278x665,after questionnairs,AMI,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,"{""Q0"":""Completely TRUE"",""Q1"":""Mostly untrue"",""Q2"":""Mostly untrue"",""Q3"":""Quite true"",""Q4"":""Mostly untrue"",""Q5"":""Quite true""}",38591.480000000956
2,1555339900511,15/04/2019 14:51:40,1555339898634,-5,15/04/2019 09:51:38,6138,39,task-j8g3,,2463666,5c37aa8b832a8400010983b3,680167,,complete,,5cb4944b8db4e600186786f1,computer,Desktop or Laptop,Windows 7,Chrome 73.0.3683.103,1366x768,1278x665,after questionnairs,AMI,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,"{""Q0"":""Completely TRUE"",""Q1"":""Mostly untrue"",""Q2"":""Quite true"",""Q3"":""Mostly untrue"",""Q4"":""Completely TRUE"",""Q5"":""Quite true"",""Q6"":""Mostly untrue""}",47804.065000000264
3,1555339941412,15/04/2019 14:52:21,1555339939650,-5,15/04/2019 09:52:19,6138,39,task-j8g3,,2463666,5c37aa8b832a8400010983b3,680167,,complete,,5cb4944b8db4e600186786f1,computer,Desktop or Laptop,Windows 7,Chrome 73.0.3683.103,1366x768,1278x665,after questionnairs,AMI,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,"{""Q0"":""Completely TRUE"",""Q1"":""Mostly untrue"",""Q2"":""Completely TRUE"",""Q3"":""Completely TRUE"",""Q4"":""Mostly untrue"",""Q5"":""Completely TRUE""}",40940.04500000119
1,1555339870454,15/04/2019 14:51:10,1555339871992,1,15/04/2019 15:51:11,6138,39,task-j8g3,,2463672,5c27c724867f660001ae6785,680155,,complete,,5cb4932df17324001713b392,computer,Desktop or Laptop,Windows 7,Chrome 73.0.3683.103,1366x768,1348x635,after questionnairs,AMI,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,"{""Q0"":""Quite true"",""Q1"":""Completely UNTRUE"",""Q2"":""Mostly untrue"",""Q3"":""Neither true nor untrue"",""Q4"":""Mostly untrue"",""Q5"":""Quite true""}",24212.44000038132
2,1555339914256,15/04/2019 14:51:54,1555339915740,1,15/04/2019 15:51:55,6138,39,task-j8g3,,2463672,5c27c724867f660001ae6785,680155,,complete,,5cb4932df17324001713b392,computer,Desktop or Laptop,Windows 7,Chrome 73.0.3683.103,1366x768,1348x635,after questionnairs,AMI,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,"{""Q0"":""Neither true nor untrue"",""Q1"":""Quite true"",""Q2"":""Neither true nor untrue"",""Q3"":""Neither true nor untrue"",""Q4"":""Neither true nor untrue"",""Q5"":""Quite true"",""Q6"":""Mostly untrue""}",43710.23999992758
3,1555339940225,15/04/2019 14:52:20,1555339941971,1,15/04/2019 15:52:21,6138,39,task-j8g3,,2463672,5c27c724867f660001ae6785,680155,,complete,,5cb4932df17324001713b392,computer,Desktop or Laptop,Windows 7,Chrome 73.0.3683.103,1366x768,1348x635,after questionnairs,AMI,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,"{""Q0"":""Completely TRUE"",""Q1"":""Mostly untrue"",""Q2"":""Neither true nor untrue"",""Q3"":""Completely TRUE"",""Q4"":""Mostly untrue"",""Q5"":""Completely TRUE""}",26205.509999766946
1,1555343990429,15/04/2019 15:59:50,1555343987353,-5,15/04/2019 10:59:47,6138,39,task-j8g3,,2463891,56d0901c197fb1000b2348ee,680257,,complete,,5cb49ff97af0630017312a74,computer,Desktop or Laptop,Windows 10,Opera 60.0.3255.37,1920x1080,1880x978,after questionnairs,AMI,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,"{""Q0"":""Completely TRUE"",""Q1"":""Completely UNTRUE"",""Q2"":""Completely UNTRUE"",""Q3"":""Completely UNTRUE"",""Q4"":""Quite true"",""Q5"":""Quite true""}",126269.9649999995
2,1555344004574,15/04/2019 16:00:04,1555344001955,-5,15/04/2019 11:00:01,6138,39,task-j8g3,,2463891,56d0901c197fb1000b2348ee,680257,,complete,,5cb49ff97af0630017312a74,computer,Desktop or Laptop,Windows 10,Opera 60.0.3255.37,1920x1080,1880x978,after questionnairs,AMI,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,"{""Q0"":""Quite true"",""Q1"":""Completely UNTRUE"",""Q2"":""Completely TRUE"",""Q3"":""Completely UNTRUE"",""Q4"":""Quite true"",""Q5"":""Quite true"",""Q6"":""Mostly untrue""}",14558.805000000575
3,1555344021754,15/04/2019 16:00:21,1555344019145,-5,15/04/2019 11:00:19,6138,39,task-j8g3,,2463891,56d0901c197fb1000b2348ee,680257,,complete,,5cb49ff97af0630017312a74,computer,Desktop or Laptop,Windows 10,Opera 60.0.3255.37,1920x1080,1880x978,after questionnairs,AMI,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,"{""Q0"":""Completely TRUE"",""Q1"":""Completely UNTRUE"",""Q2"":""Quite true"",""Q3"":""Completely TRUE"",""Q4"":""Quite true"",""Q5"":""Quite true""}",17153.90000000116
1,1555363765895,15/04/2019 21:29:25,1555363754024,-6,15/04/2019 15:29:14,6138,39,task-j8g3,,2468041,565e0989998e4400054bdd7e,681086,,complete,,5cb4f2745d358c00168a4aa2,computer,Desktop or Laptop,Windows 7,Firefox 66.0,1920x1080,1920x925,after questionnairs,AMI,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,"{""Q0"":""Completely TRUE"",""Q1"":""Mostly untrue"",""Q2"":""Neither true nor untrue"",""Q3"":""Mostly untrue"",""Q4"":""Mostly untrue"",""Q5"":""Completely TRUE""}",23791
