Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-mgaa,checkpoint-z52s,checkpoint-u6nu,checkpoint-puaw,checkpoint-axcr,checkpoint-mrc4,branch-ult5,choice made,reaction time,result
3,1562799645705,10/07/2019 23:00:45,1562799647131,-5,10/07/2019 18:00:47,8835,5,task-73dp,,2797795,5c7498dd2082fe0015f4d419,774545,,complete,,5d266d6d5b533b001701d5c9,computer,Desktop or Laptop,Mac OS 10.12.3,Chrome 73.0.3683.103,1280x800,1280x625,after questionnairs,AMI_Prescreen,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Quite true"",""Q1"":""Mostly untrue"",""Q2"":""Quite true"",""Q3"":""Neither true nor untrue"",""Q4"":""Neither true nor untrue"",""Q5"":""Neither true nor untrue"",""Q6"":""Mostly untrue""}",26074.37999965623,
4,1562799645876,10/07/2019 23:00:45,1562799647137,-5,10/07/2019 18:00:47,8835,5,task-73dp,,2797795,5c7498dd2082fe0015f4d419,774545,,complete,,5d266d6d5b533b001701d5c9,computer,Desktop or Laptop,Mac OS 10.12.3,Chrome 73.0.3683.103,1280x800,1280x625,after questionnairs,AMI_Prescreen,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,,,
5,1562799668118,10/07/2019 23:01:08,1562799669584,-5,10/07/2019 18:01:09,8835,5,task-73dp,,2797795,5c7498dd2082fe0015f4d419,774545,,complete,,5d266d6d5b533b001701d5c9,computer,Desktop or Laptop,Mac OS 10.12.3,Chrome 73.0.3683.103,1280x800,1280x625,after questionnairs,AMI_Prescreen,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Quite true"",""Q1"":""Mostly untrue"",""Q2"":""Mostly untrue"",""Q3"":""Completely TRUE"",""Q4"":""Quite true"",""Q5"":""Quite true""}",22436.935000121593,
6,1562799668291,10/07/2019 23:01:08,1562799669590,-5,10/07/2019 18:01:09,8835,5,task-73dp,,2797795,5c7498dd2082fe0015f4d419,774545,,complete,,5d266d6d5b533b001701d5c9,computer,Desktop or Laptop,Mac OS 10.12.3,Chrome 73.0.3683.103,1280x800,1280x625,after questionnairs,AMI_Prescreen,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,,,2
7,1562799668291,10/07/2019 23:01:08,1562799669590,-5,10/07/2019 18:01:09,8835,5,task-73dp,,2797795,5c7498dd2082fe0015f4d419,774545,,complete,,5d266d6d5b533b001701d5c9,computer,Desktop or Laptop,Mac OS 10.12.3,Chrome 73.0.3683.103,1280x800,1280x625,after questionnairs,AMI_Prescreen,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,,,2
8,1562799668291,10/07/2019 23:01:08,1562799669592,-5,10/07/2019 18:01:09,8835,5,task-73dp,,2797795,5c7498dd2082fe0015f4d419,774545,,complete,,5d266d6d5b533b001701d5c9,computer,Desktop or Laptop,Mac OS 10.12.3,Chrome 73.0.3683.103,1280x800,1280x625,after questionnairs,AMI_Prescreen,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,,,2
1,1562799921420,10/07/2019 23:05:21,1562799922093,-4,10/07/2019 19:05:22,8835,5,task-73dp,,2797825,5bfb362f8386580001ed52bd,774558,,complete,,5d266e6f7aa1bb0015b4e045,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x937,after questionnairs,AMI_Prescreen,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Quite true"",""Q1"":""Completely UNTRUE"",""Q2"":""Mostly untrue"",""Q3"":""Neither true nor untrue"",""Q4"":""Mostly untrue"",""Q5"":""Completely TRUE""}",22441.34999999733,
2,1562799921576,10/07/2019 23:05:21,1562799922097,-4,10/07/2019 19:05:22,8835,5,task-73dp,,2797825,5bfb362f8386580001ed52bd,774558,,complete,,5d266e6f7aa1bb0015b4e045,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x937,after questionnairs,AMI_Prescreen,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,,,
3,1562799948474,10/07/2019 23:05:48,1562799949237,-4,10/07/2019 19:05:49,8835,5,task-73dp,,2797825,5bfb362f8386580001ed52bd,774558,,complete,,5d266e6f7aa1bb0015b4e045,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x937,after questionnairs,AMI_Prescreen,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Neither true nor untrue"",""Q1"":""Neither true nor untrue"",""Q2"":""Completely UNTRUE"",""Q3"":""Completely UNTRUE"",""Q4"":""Mostly untrue"",""Q5"":""Neither true nor untrue"",""Q6"":""Mostly untrue""}",27133.02499999918,
4,1562799948614,10/07/2019 23:05:48,1562799949239,-4,10/07/2019 19:05:49,8835,5,task-73dp,,2797825,5bfb362f8386580001ed52bd,774558,,complete,,5d266e6f7aa1bb0015b4e045,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x937,after questionnairs,AMI_Prescreen,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,,,
5,1562799967739,10/07/2019 23:06:07,1562799968501,-4,10/07/2019 19:06:08,8835,5,task-73dp,,2797825,5bfb362f8386580001ed52bd,774558,,complete,,5d266e6f7aa1bb0015b4e045,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x937,after questionnairs,AMI_Prescreen,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Quite true"",""Q1"":""Mostly untrue"",""Q2"":""Neither true nor untrue"",""Q3"":""Neither true nor untrue"",""Q4"":""Quite true"",""Q5"":""Completely TRUE""}",19256.72499999928,
6,1562799967879,10/07/2019 23:06:07,1562799968504,-4,10/07/2019 19:06:08,8835,5,task-73dp,,2797825,5bfb362f8386580001ed52bd,774558,,complete,,5d266e6f7aa1bb0015b4e045,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x937,after questionnairs,AMI_Prescreen,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,,,2.210526315789474
7,1562799967879,10/07/2019 23:06:07,1562799968504,-4,10/07/2019 19:06:08,8835,5,task-73dp,,2797825,5bfb362f8386580001ed52bd,774558,,complete,,5d266e6f7aa1bb0015b4e045,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x937,after questionnairs,AMI_Prescreen,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,,,2.210526315789474
8,1562799967879,10/07/2019 23:06:07,1562799968506,-4,10/07/2019 19:06:08,8835,5,task-73dp,,2797825,5bfb362f8386580001ed52bd,774558,,complete,,5d266e6f7aa1bb0015b4e045,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x937,after questionnairs,AMI_Prescreen,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,,,2.210526315789474
1,1562799935115,10/07/2019 23:05:35,1562799935089,1,11/07/2019 00:05:35,8835,5,task-73dp,,2797829,5ae5e66d3ab2fb0001ef2f3c,774562,,complete,,5d266ee04b1567001517d4a1,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x937,after questionnairs,AMI_Prescreen,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Quite true"",""Q1"":""Completely UNTRUE"",""Q2"":""Completely UNTRUE"",""Q3"":""Completely TRUE"",""Q4"":""Mostly untrue"",""Q5"":""Quite true""}",21618.844999997236,
2,1562799935210,10/07/2019 23:05:35,1562799935104,1,11/07/2019 00:05:35,8835,5,task-73dp,,2797829,5ae5e66d3ab2fb0001ef2f3c,774562,,complete,,5d266ee04b1567001517d4a1,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x937,after questionnairs,AMI_Prescreen,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,,,
3,1562799959414,10/07/2019 23:05:59,1562799959448,1,11/07/2019 00:05:59,8835,5,task-73dp,,2797829,5ae5e66d3ab2fb0001ef2f3c,774562,,complete,,5d266ee04b1567001517d4a1,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x937,after questionnairs,AMI_Prescreen,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Completely TRUE"",""Q1"":""Completely UNTRUE"",""Q2"":""Quite true"",""Q3"":""Mostly untrue"",""Q4"":""Quite true"",""Q5"":""Quite true"",""Q6"":""Mostly untrue""}",24334.555000001274,
4,1562799959492,10/07/2019 23:05:59,1562799959453,1,11/07/2019 00:05:59,8835,5,task-73dp,,2797829,5ae5e66d3ab2fb0001ef2f3c,774562,,complete,,5d266ee04b1567001517d4a1,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x937,after questionnairs,AMI_Prescreen,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,,,
5,1562799984029,10/07/2019 23:06:24,1562799984071,1,11/07/2019 00:06:24,8835,5,task-73dp,,2797829,5ae5e66d3ab2fb0001ef2f3c,774562,,complete,,5d266ee04b1567001517d4a1,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x937,after questionnairs,AMI_Prescreen,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Mostly untrue"",""Q1"":""Mostly untrue"",""Q2"":""Quite true"",""Q3"":""Mostly untrue"",""Q4"":""Quite true"",""Q5"":""Quite true""}",24610.33999999927,
6,1562799984123,10/07/2019 23:06:24,1562799984076,1,11/07/2019 00:06:24,8835,5,task-73dp,,2797829,5ae5e66d3ab2fb0001ef2f3c,774562,,complete,,5d266ee04b1567001517d4a1,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x937,after questionnairs,AMI_Prescreen,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,,,2
7,1562799984123,10/07/2019 23:06:24,1562799984076,1,11/07/2019 00:06:24,8835,5,task-73dp,,2797829,5ae5e66d3ab2fb0001ef2f3c,774562,,complete,,5d266ee04b1567001517d4a1,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x937,after questionnairs,AMI_Prescreen,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,,,2
8,1562799984123,10/07/2019 23:06:24,1562799984078,1,11/07/2019 00:06:24,8835,5,task-73dp,,2797829,5ae5e66d3ab2fb0001ef2f3c,774562,,complete,,5d266ee04b1567001517d4a1,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x937,after questionnairs,AMI_Prescreen,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,,,2
1,1562800673466,10/07/2019 23:17:53,1562800673259,3,11/07/2019 02:17:53,8835,5,task-73dp,,2797870,5c17678df2012800012adfa2,774569,,complete,,5d26717251d03e00018b29e9,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x937,after questionnairs,AMI_Prescreen,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Mostly untrue"",""Q1"":""Completely UNTRUE"",""Q2"":""Completely UNTRUE"",""Q3"":""Mostly untrue"",""Q4"":""Completely TRUE"",""Q5"":""Completely UNTRUE""}",45216.63500001887,
2,1562800673607,10/07/2019 23:17:53,1562800673270,3,11/07/2019 02:17:53,8835,5,task-73dp,,2797870,5c17678df2012800012adfa2,774569,,complete,,5d26717251d03e00018b29e9,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x937,after questionnairs,AMI_Prescreen,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,,,
3,1562800687946,10/07/2019 23:18:07,1562800687801,3,11/07/2019 02:18:07,8835,5,task-73dp,,2797870,5c17678df2012800012adfa2,774569,,complete,,5d26717251d03e00018b29e9,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x937,after questionnairs,AMI_Prescreen,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Quite true"",""Q1"":""Mostly untrue"",""Q2"":""Neither true nor untrue"",""Q3"":""Quite true"",""Q4"":""Mostly untrue"",""Q5"":""Neither true nor untrue"",""Q6"":""Mostly untrue""}",14524.789999995846,
4,1562800688071,10/07/2019 23:18:08,1562800687804,3,11/07/2019 02:18:07,8835,5,task-73dp,,2797870,5c17678df2012800012adfa2,774569,,complete,,5d26717251d03e00018b29e9,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x937,after questionnairs,AMI_Prescreen,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,,,
5,1562800698267,10/07/2019 23:18:18,1562800698129,3,11/07/2019 02:18:18,8835,5,task-73dp,,2797870,5c17678df2012800012adfa2,774569,,complete,,5d26717251d03e00018b29e9,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x937,after questionnairs,AMI_Prescreen,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Mostly untrue"",""Q1"":""Mostly untrue"",""Q2"":""Neither true nor untrue"",""Q3"":""Mostly untrue"",""Q4"":""Quite true"",""Q5"":""Neither true nor untrue""}",10318.345000006957,
6,1562800698408,10/07/2019 23:18:18,1562800698132,3,11/07/2019 02:18:18,8835,5,task-73dp,,2797870,5c17678df2012800012adfa2,774569,,complete,,5d26717251d03e00018b29e9,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x937,after questionnairs,AMI_Prescreen,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,,,2.473684210526316
7,1562800698408,10/07/2019 23:18:18,1562800698133,3,11/07/2019 02:18:18,8835,5,task-73dp,,2797870,5c17678df2012800012adfa2,774569,,complete,,5d26717251d03e00018b29e9,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x937,after questionnairs,AMI_Prescreen,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,,,2.473684210526316
8,1562800698408,10/07/2019 23:18:18,1562800698134,3,11/07/2019 02:18:18,8835,5,task-73dp,,2797870,5c17678df2012800012adfa2,774569,,complete,,5d26717251d03e00018b29e9,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x937,after questionnairs,AMI_Prescreen,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,,,2.473684210526316
1,1562800671963,10/07/2019 23:17:51,1562800671837,-4,10/07/2019 19:17:51,8835,5,task-73dp,,2797873,5be36f917432c0000189d51c,774571,,complete,,5d267197ba456a0015106ebb,computer,Desktop or Laptop,Mac OS 10.14.5,Chrome 75.0.3770.100,1920x1080,1919x978,after questionnairs,AMI_Prescreen,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Quite true"",""Q1"":""Completely UNTRUE"",""Q2"":""Mostly untrue"",""Q3"":""Mostly untrue"",""Q4"":""Mostly untrue"",""Q5"":""Quite true""}",24478.059999994002,
2,1562800672119,10/07/2019 23:17:52,1562800671863,-4,10/07/2019 19:17:51,8835,5,task-73dp,,2797873,5be36f917432c0000189d51c,774571,,complete,,5d267197ba456a0015106ebb,computer,Desktop or Laptop,Mac OS 10.14.5,Chrome 75.0.3770.100,1920x1080,1919x978,after questionnairs,AMI_Prescreen,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,,,
3,1562800714764,10/07/2019 23:18:34,1562800714666,-4,10/07/2019 19:18:34,8835,5,task-73dp,,2797873,5be36f917432c0000189d51c,774571,,complete,,5d267197ba456a0015106ebb,computer,Desktop or Laptop,Mac OS 10.14.5,Chrome 75.0.3770.100,1920x1080,1919x978,after questionnairs,AMI_Prescreen,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Completely TRUE"",""Q1"":""Completely UNTRUE"",""Q2"":""Neither true nor untrue"",""Q3"":""Mostly untrue"",""Q4"":""Neither true nor untrue"",""Q5"":""Mostly untrue"",""Q6"":""Mostly untrue""}",42791.42000002321,
4,1562800714920,10/07/2019 23:18:34,1562800714681,-4,10/07/2019 19:18:34,8835,5,task-73dp,,2797873,5be36f917432c0000189d51c,774571,,complete,,5d267197ba456a0015106ebb,computer,Desktop or Laptop,Mac OS 10.14.5,Chrome 75.0.3770.100,1920x1080,1919x978,after questionnairs,AMI_Prescreen,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,,,
5,1562800748264,10/07/2019 23:19:08,1562800748192,-4,10/07/2019 19:19:08,8835,5,task-73dp,,2797873,5be36f917432c0000189d51c,774571,,complete,,5d267197ba456a0015106ebb,computer,Desktop or Laptop,Mac OS 10.14.5,Chrome 75.0.3770.100,1920x1080,1919x978,after questionnairs,AMI_Prescreen,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Neither true nor untrue"",""Q1"":""Mostly untrue"",""Q2"":""Mostly untrue"",""Q3"":""Quite true"",""Q4"":""Quite true"",""Q5"":""Neither true nor untrue""}",33499.120000051335,
6,1562800748404,10/07/2019 23:19:08,1562800748208,-4,10/07/2019 19:19:08,8835,5,task-73dp,,2797873,5be36f917432c0000189d51c,774571,,complete,,5d267197ba456a0015106ebb,computer,Desktop or Laptop,Mac OS 10.14.5,Chrome 75.0.3770.100,1920x1080,1919x978,after questionnairs,AMI_Prescreen,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,,,2.3157894736842106
7,1562800748404,10/07/2019 23:19:08,1562800748208,-4,10/07/2019 19:19:08,8835,5,task-73dp,,2797873,5be36f917432c0000189d51c,774571,,complete,,5d267197ba456a0015106ebb,computer,Desktop or Laptop,Mac OS 10.14.5,Chrome 75.0.3770.100,1920x1080,1919x978,after questionnairs,AMI_Prescreen,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,,,2.3157894736842106
8,1562800748404,10/07/2019 23:19:08,1562800748210,-4,10/07/2019 19:19:08,8835,5,task-73dp,,2797873,5be36f917432c0000189d51c,774571,,complete,,5d267197ba456a0015106ebb,computer,Desktop or Laptop,Mac OS 10.14.5,Chrome 75.0.3770.100,1920x1080,1919x978,after questionnairs,AMI_Prescreen,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,,,2.3157894736842106
1,1562800735649,10/07/2019 23:18:55,1562800735521,3,11/07/2019 02:18:55,8835,5,task-73dp,,2797881,5ae0b456dc323f0001635e0b,774572,,complete,,5d2671806dc5bd00198aa4d5,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1200,1920x1127,after questionnairs,AMI_Prescreen,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Quite true"",""Q1"":""Completely UNTRUE"",""Q2"":""Mostly untrue"",""Q3"":""Neither true nor untrue"",""Q4"":""Completely UNTRUE"",""Q5"":""Completely TRUE""}",30469.349999999395,
2,1562800735774,10/07/2019 23:18:55,1562800735538,3,11/07/2019 02:18:55,8835,5,task-73dp,,2797881,5ae0b456dc323f0001635e0b,774572,,complete,,5d2671806dc5bd00198aa4d5,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1200,1920x1127,after questionnairs,AMI_Prescreen,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,,,
3,1562800765984,10/07/2019 23:19:25,1562800765871,3,11/07/2019 02:19:25,8835,5,task-73dp,,2797881,5ae0b456dc323f0001635e0b,774572,,complete,,5d2671806dc5bd00198aa4d5,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1200,1920x1127,after questionnairs,AMI_Prescreen,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Quite true"",""Q1"":""Neither true nor untrue"",""Q2"":""Mostly untrue"",""Q3"":""Completely UNTRUE"",""Q4"":""Completely UNTRUE"",""Q5"":""Mostly untrue"",""Q6"":""Mostly untrue""}",30322.58499999807,
4,1562800766093,10/07/2019 23:19:26,1562800765874,3,11/07/2019 02:19:25,8835,5,task-73dp,,2797881,5ae0b456dc323f0001635e0b,774572,,complete,,5d2671806dc5bd00198aa4d5,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1200,1920x1127,after questionnairs,AMI_Prescreen,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,,,
5,1562800790299,10/07/2019 23:19:50,1562800790229,3,11/07/2019 02:19:50,8835,5,task-73dp,,2797881,5ae0b456dc323f0001635e0b,774572,,complete,,5d2671806dc5bd00198aa4d5,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1200,1920x1127,after questionnairs,AMI_Prescreen,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Completely TRUE"",""Q1"":""Mostly untrue"",""Q2"":""Completely UNTRUE"",""Q3"":""Neither true nor untrue"",""Q4"":""Neither true nor untrue"",""Q5"":""Completely TRUE""}",24347.344999998313,
6,1562800790409,10/07/2019 23:19:50,1562800790231,3,11/07/2019 02:19:50,8835,5,task-73dp,,2797881,5ae0b456dc323f0001635e0b,774572,,complete,,5d2671806dc5bd00198aa4d5,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1200,1920x1127,after questionnairs,AMI_Prescreen,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,,,2.3684210526315788
7,1562800790409,10/07/2019 23:19:50,1562800790232,3,11/07/2019 02:19:50,8835,5,task-73dp,,2797881,5ae0b456dc323f0001635e0b,774572,,complete,,5d2671806dc5bd00198aa4d5,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1200,1920x1127,after questionnairs,AMI_Prescreen,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,,,2.3684210526315788
8,1562800790409,10/07/2019 23:19:50,1562800790233,3,11/07/2019 02:19:50,8835,5,task-73dp,,2797881,5ae0b456dc323f0001635e0b,774572,,complete,,5d2671806dc5bd00198aa4d5,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1200,1920x1127,after questionnairs,AMI_Prescreen,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,,,2.3684210526315788
1,1562801489283,10/07/2019 23:31:29,1562801488742,-5,10/07/2019 18:31:28,8835,5,task-73dp,,2797941,5b676f4d3662a80001590769,774602,,complete,,5d26740822313100010599c0,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x768,after questionnairs,AMI_Prescreen,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Mostly untrue"",""Q1"":""Completely UNTRUE"",""Q2"":""Neither true nor untrue"",""Q3"":""Quite true"",""Q4"":""Mostly untrue"",""Q5"":""Neither true nor untrue""}",24687.389999977313,
2,1562801489519,10/07/2019 23:31:29,1562801488758,-5,10/07/2019 18:31:28,8835,5,task-73dp,,2797941,5b676f4d3662a80001590769,774602,,complete,,5d26740822313100010599c0,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x768,after questionnairs,AMI_Prescreen,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,,,
3,1562801565911,10/07/2019 23:32:45,1562801565432,-5,10/07/2019 18:32:45,8835,5,task-73dp,,2797941,5b676f4d3662a80001590769,774602,,complete,,5d26740822313100010599c0,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x768,after questionnairs,AMI_Prescreen,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Quite true"",""Q1"":""Mostly untrue"",""Q2"":""Completely UNTRUE"",""Q3"":""Completely UNTRUE"",""Q4"":""Completely UNTRUE"",""Q5"":""Completely UNTRUE"",""Q6"":""Mostly untrue""}",76663.75499998685,
4,1562801566103,10/07/2019 23:32:46,1562801565434,-5,10/07/2019 18:32:45,8835,5,task-73dp,,2797941,5b676f4d3662a80001590769,774602,,complete,,5d26740822313100010599c0,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x768,after questionnairs,AMI_Prescreen,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,,,
5,1562801596484,10/07/2019 23:33:16,1562801596018,-5,10/07/2019 18:33:16,8835,5,task-73dp,,2797941,5b676f4d3662a80001590769,774602,,complete,,5d26740822313100010599c0,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x768,after questionnairs,AMI_Prescreen,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Mostly untrue"",""Q1"":""Mostly untrue"",""Q2"":""Mostly untrue"",""Q3"":""Quite true"",""Q4"":""Neither true nor untrue"",""Q5"":""Quite true""}",30575.014999951236,
6,1562801596689,10/07/2019 23:33:16,1562801596021,-5,10/07/2019 18:33:16,8835,5,task-73dp,,2797941,5b676f4d3662a80001590769,774602,,complete,,5d26740822313100010599c0,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x768,after questionnairs,AMI_Prescreen,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,,,2.6842105263157894
7,1562801596689,10/07/2019 23:33:16,1562801596022,-5,10/07/2019 18:33:16,8835,5,task-73dp,,2797941,5b676f4d3662a80001590769,774602,,complete,,5d26740822313100010599c0,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x768,after questionnairs,AMI_Prescreen,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,,,2.6842105263157894
8,1562801596689,10/07/2019 23:33:16,1562801596024,-5,10/07/2019 18:33:16,8835,5,task-73dp,,2797941,5b676f4d3662a80001590769,774602,,complete,,5d26740822313100010599c0,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x768,after questionnairs,AMI_Prescreen,2,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,,,2.6842105263157894
1,1562803281098,11/07/2019 00:01:21,1562803281170,-4,10/07/2019 20:01:21,8835,5,task-73dp,,2797999,5b134a12bd9c31000156d4e2,774636,,complete,,5d267bbd1f84d50001e2e322,computer,Desktop or Laptop,Chromium OS 11895.118.0,Chrome 74.0.3729.159,1366x768,1366x641,after questionnairs,AMI_Prescreen,2,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Quite true"",""Q1"":""Completely UNTRUE"",""Q2"":""Mostly untrue"",""Q3"":""Quite true"",""Q4"":""Quite true"",""Q5"":""Mostly untrue""}",25870.330000005197,
