Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-mgaa,checkpoint-z52s,checkpoint-u6nu,checkpoint-puaw,checkpoint-axcr,checkpoint-mrc4,branch-ult5,Question Key,Response
5,1562780982186,10/07/2019 17:49:42,1562780980948,1,10/07/2019 18:49:40,8835,5,questionnaire-pwdh,,2796558,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1903x1057,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-4,1
6,1562780982186,10/07/2019 17:49:42,1562780980948,1,10/07/2019 18:49:40,8835,5,questionnaire-pwdh,,2796558,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1903x1057,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-5,1
7,1562780982186,10/07/2019 17:49:42,1562780980949,1,10/07/2019 18:49:40,8835,5,questionnaire-pwdh,,2796558,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1903x1057,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-6,1
8,1562780982186,10/07/2019 17:49:42,1562780980949,1,10/07/2019 18:49:40,8835,5,questionnaire-pwdh,,2796558,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1903x1057,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-7,1
9,1562780982186,10/07/2019 17:49:42,1562780980949,1,10/07/2019 18:49:40,8835,5,questionnaire-pwdh,,2796558,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1903x1057,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-8,1
10,1562780982186,10/07/2019 17:49:42,1562780980949,1,10/07/2019 18:49:40,8835,5,questionnaire-pwdh,,2796558,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1903x1057,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-9,1
11,1562780982186,10/07/2019 17:49:42,1562780980949,1,10/07/2019 18:49:40,8835,5,questionnaire-pwdh,,2796558,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1903x1057,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-10,1
12,1562780982186,10/07/2019 17:49:42,1562780980949,1,10/07/2019 18:49:40,8835,5,questionnaire-pwdh,,2796558,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1903x1057,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-11,1
13,1562780982186,10/07/2019 17:49:42,1562780980949,1,10/07/2019 18:49:40,8835,5,questionnaire-pwdh,,2796558,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1903x1057,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-12,1
14,1562780982186,10/07/2019 17:49:42,1562780980950,1,10/07/2019 18:49:40,8835,5,questionnaire-pwdh,,2796558,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1903x1057,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-13,1
15,1562780982186,10/07/2019 17:49:42,1562780980950,1,10/07/2019 18:49:40,8835,5,questionnaire-pwdh,,2796558,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1903x1057,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-14,1
16,1562780982186,10/07/2019 17:49:42,1562780980950,1,10/07/2019 18:49:40,8835,5,questionnaire-pwdh,,2796558,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1903x1057,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-15,1
17,1562780982186,10/07/2019 17:49:42,1562780980950,1,10/07/2019 18:49:40,8835,5,questionnaire-pwdh,,2796558,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1903x1057,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-16,1
18,1562780982186,10/07/2019 17:49:42,1562780980950,1,10/07/2019 18:49:40,8835,5,questionnaire-pwdh,,2796558,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1903x1057,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-17,1
19,1562780982186,10/07/2019 17:49:42,1562780980951,1,10/07/2019 18:49:40,8835,5,questionnaire-pwdh,,2796558,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1903x1057,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,END QUESTIONNAIRE,59863
1,1562782084020,10/07/2019 18:08:04,1562782083877,1,10/07/2019 19:08:03,8835,5,questionnaire-pwdh,,2796624,5a95887035237b0001125dfe,774240,,complete,,5d262977b28f470017f02277,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,2560x1440,2560x1298,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,BEGIN QUESTIONNAIRE,
2,1562782164620,10/07/2019 18:09:24,1562782164508,1,10/07/2019 19:09:24,8835,5,questionnaire-pwdh,,2796624,5a95887035237b0001125dfe,774240,,complete,,5d262977b28f470017f02277,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,2560x1440,2543x1298,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-1,1
3,1562782164730,10/07/2019 18:09:24,1562782164510,1,10/07/2019 19:09:24,8835,5,questionnaire-pwdh,,2796624,5a95887035237b0001125dfe,774240,,complete,,5d262977b28f470017f02277,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,2560x1440,2543x1298,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-2,1
4,1562782164730,10/07/2019 18:09:24,1562782164510,1,10/07/2019 19:09:24,8835,5,questionnaire-pwdh,,2796624,5a95887035237b0001125dfe,774240,,complete,,5d262977b28f470017f02277,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,2560x1440,2543x1298,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-3,1
5,1562782164730,10/07/2019 18:09:24,1562782164510,1,10/07/2019 19:09:24,8835,5,questionnaire-pwdh,,2796624,5a95887035237b0001125dfe,774240,,complete,,5d262977b28f470017f02277,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,2560x1440,2543x1298,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-4,1
6,1562782164730,10/07/2019 18:09:24,1562782164510,1,10/07/2019 19:09:24,8835,5,questionnaire-pwdh,,2796624,5a95887035237b0001125dfe,774240,,complete,,5d262977b28f470017f02277,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,2560x1440,2543x1298,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-5,1
7,1562782164730,10/07/2019 18:09:24,1562782164510,1,10/07/2019 19:09:24,8835,5,questionnaire-pwdh,,2796624,5a95887035237b0001125dfe,774240,,complete,,5d262977b28f470017f02277,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,2560x1440,2543x1298,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-6,1
8,1562782164730,10/07/2019 18:09:24,1562782164510,1,10/07/2019 19:09:24,8835,5,questionnaire-pwdh,,2796624,5a95887035237b0001125dfe,774240,,complete,,5d262977b28f470017f02277,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,2560x1440,2543x1298,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-7,1
9,1562782164730,10/07/2019 18:09:24,1562782164510,1,10/07/2019 19:09:24,8835,5,questionnaire-pwdh,,2796624,5a95887035237b0001125dfe,774240,,complete,,5d262977b28f470017f02277,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,2560x1440,2543x1298,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-8,1
10,1562782164730,10/07/2019 18:09:24,1562782164510,1,10/07/2019 19:09:24,8835,5,questionnaire-pwdh,,2796624,5a95887035237b0001125dfe,774240,,complete,,5d262977b28f470017f02277,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,2560x1440,2543x1298,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-9,1
11,1562782164730,10/07/2019 18:09:24,1562782164510,1,10/07/2019 19:09:24,8835,5,questionnaire-pwdh,,2796624,5a95887035237b0001125dfe,774240,,complete,,5d262977b28f470017f02277,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,2560x1440,2543x1298,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-10,1
12,1562782164730,10/07/2019 18:09:24,1562782164510,1,10/07/2019 19:09:24,8835,5,questionnaire-pwdh,,2796624,5a95887035237b0001125dfe,774240,,complete,,5d262977b28f470017f02277,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,2560x1440,2543x1298,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-11,1
13,1562782164730,10/07/2019 18:09:24,1562782164510,1,10/07/2019 19:09:24,8835,5,questionnaire-pwdh,,2796624,5a95887035237b0001125dfe,774240,,complete,,5d262977b28f470017f02277,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,2560x1440,2543x1298,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-12,1
14,1562782164730,10/07/2019 18:09:24,1562782164511,1,10/07/2019 19:09:24,8835,5,questionnaire-pwdh,,2796624,5a95887035237b0001125dfe,774240,,complete,,5d262977b28f470017f02277,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,2560x1440,2543x1298,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-13,1
15,1562782164730,10/07/2019 18:09:24,1562782164511,1,10/07/2019 19:09:24,8835,5,questionnaire-pwdh,,2796624,5a95887035237b0001125dfe,774240,,complete,,5d262977b28f470017f02277,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,2560x1440,2543x1298,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-14,1
16,1562782164730,10/07/2019 18:09:24,1562782164511,1,10/07/2019 19:09:24,8835,5,questionnaire-pwdh,,2796624,5a95887035237b0001125dfe,774240,,complete,,5d262977b28f470017f02277,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,2560x1440,2543x1298,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-15,1
17,1562782164730,10/07/2019 18:09:24,1562782164511,1,10/07/2019 19:09:24,8835,5,questionnaire-pwdh,,2796624,5a95887035237b0001125dfe,774240,,complete,,5d262977b28f470017f02277,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,2560x1440,2543x1298,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-16,1
18,1562782164730,10/07/2019 18:09:24,1562782164511,1,10/07/2019 19:09:24,8835,5,questionnaire-pwdh,,2796624,5a95887035237b0001125dfe,774240,,complete,,5d262977b28f470017f02277,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,2560x1440,2543x1298,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-17,1
19,1562782164730,10/07/2019 18:09:24,1562782164511,1,10/07/2019 19:09:24,8835,5,questionnaire-pwdh,,2796624,5a95887035237b0001125dfe,774240,,complete,,5d262977b28f470017f02277,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,2560x1440,2543x1298,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,END QUESTIONNAIRE,80634
1,1562782170105,10/07/2019 18:09:30,1562782169158,-4,10/07/2019 14:09:29,8835,5,questionnaire-pwdh,,2796635,5c3cd0b4486a390001e86330,774245,,complete,,5d2629c0cba1f900011c5d51,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x937,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,BEGIN QUESTIONNAIRE,
2,1562782359410,10/07/2019 18:12:39,1562782358229,-4,10/07/2019 14:12:38,8835,5,questionnaire-pwdh,,2796635,5c3cd0b4486a390001e86330,774245,,complete,,5d2629c0cba1f900011c5d51,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-1,1
3,1562782359707,10/07/2019 18:12:39,1562782358233,-4,10/07/2019 14:12:38,8835,5,questionnaire-pwdh,,2796635,5c3cd0b4486a390001e86330,774245,,complete,,5d2629c0cba1f900011c5d51,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-2,1
4,1562782359707,10/07/2019 18:12:39,1562782358234,-4,10/07/2019 14:12:38,8835,5,questionnaire-pwdh,,2796635,5c3cd0b4486a390001e86330,774245,,complete,,5d2629c0cba1f900011c5d51,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-3,1
5,1562782359707,10/07/2019 18:12:39,1562782358234,-4,10/07/2019 14:12:38,8835,5,questionnaire-pwdh,,2796635,5c3cd0b4486a390001e86330,774245,,complete,,5d2629c0cba1f900011c5d51,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-4,1
6,1562782359707,10/07/2019 18:12:39,1562782358234,-4,10/07/2019 14:12:38,8835,5,questionnaire-pwdh,,2796635,5c3cd0b4486a390001e86330,774245,,complete,,5d2629c0cba1f900011c5d51,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-5,1
7,1562782359707,10/07/2019 18:12:39,1562782358234,-4,10/07/2019 14:12:38,8835,5,questionnaire-pwdh,,2796635,5c3cd0b4486a390001e86330,774245,,complete,,5d2629c0cba1f900011c5d51,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-6,1
8,1562782359707,10/07/2019 18:12:39,1562782358234,-4,10/07/2019 14:12:38,8835,5,questionnaire-pwdh,,2796635,5c3cd0b4486a390001e86330,774245,,complete,,5d2629c0cba1f900011c5d51,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-7,1
9,1562782359707,10/07/2019 18:12:39,1562782358234,-4,10/07/2019 14:12:38,8835,5,questionnaire-pwdh,,2796635,5c3cd0b4486a390001e86330,774245,,complete,,5d2629c0cba1f900011c5d51,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-8,1
10,1562782359707,10/07/2019 18:12:39,1562782358234,-4,10/07/2019 14:12:38,8835,5,questionnaire-pwdh,,2796635,5c3cd0b4486a390001e86330,774245,,complete,,5d2629c0cba1f900011c5d51,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,END QUESTIONNAIRE,189077
11,1562782359707,10/07/2019 18:12:39,1562782358234,-4,10/07/2019 14:12:38,8835,5,questionnaire-pwdh,,2796635,5c3cd0b4486a390001e86330,774245,,complete,,5d2629c0cba1f900011c5d51,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-10,1
12,1562782359707,10/07/2019 18:12:39,1562782358234,-4,10/07/2019 14:12:38,8835,5,questionnaire-pwdh,,2796635,5c3cd0b4486a390001e86330,774245,,complete,,5d2629c0cba1f900011c5d51,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-11,1
13,1562782359707,10/07/2019 18:12:39,1562782358234,-4,10/07/2019 14:12:38,8835,5,questionnaire-pwdh,,2796635,5c3cd0b4486a390001e86330,774245,,complete,,5d2629c0cba1f900011c5d51,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-12,1
14,1562782359707,10/07/2019 18:12:39,1562782358234,-4,10/07/2019 14:12:38,8835,5,questionnaire-pwdh,,2796635,5c3cd0b4486a390001e86330,774245,,complete,,5d2629c0cba1f900011c5d51,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-13,1
15,1562782359707,10/07/2019 18:12:39,1562782358234,-4,10/07/2019 14:12:38,8835,5,questionnaire-pwdh,,2796635,5c3cd0b4486a390001e86330,774245,,complete,,5d2629c0cba1f900011c5d51,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-14,1
16,1562782359707,10/07/2019 18:12:39,1562782358234,-4,10/07/2019 14:12:38,8835,5,questionnaire-pwdh,,2796635,5c3cd0b4486a390001e86330,774245,,complete,,5d2629c0cba1f900011c5d51,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-15,1
17,1562782359707,10/07/2019 18:12:39,1562782358234,-4,10/07/2019 14:12:38,8835,5,questionnaire-pwdh,,2796635,5c3cd0b4486a390001e86330,774245,,complete,,5d2629c0cba1f900011c5d51,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-16,1
18,1562782359707,10/07/2019 18:12:39,1562782358234,-4,10/07/2019 14:12:38,8835,5,questionnaire-pwdh,,2796635,5c3cd0b4486a390001e86330,774245,,complete,,5d2629c0cba1f900011c5d51,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-17,1
19,1562782359707,10/07/2019 18:12:39,1562782358234,-4,10/07/2019 14:12:38,8835,5,questionnaire-pwdh,,2796635,5c3cd0b4486a390001e86330,774245,,complete,,5d2629c0cba1f900011c5d51,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1903x937,after questionnairs,Consent,7,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-9,1
1,1562782370045,10/07/2019 18:12:50,1562782342973,-6,10/07/2019 12:12:22,8835,5,questionnaire-pwdh,,2796671,5bd781291fd7c80001bb1fad,774256,,complete,,5d2629aeebd0a900169fcb6b,computer,Desktop or Laptop,Windows 8.1,Chrome 75.0.3770.100,1366x768,1366x657,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,BEGIN QUESTIONNAIRE,
2,1562782548262,10/07/2019 18:15:48,1562782520822,-6,10/07/2019 12:15:20,8835,5,questionnaire-pwdh,,2796671,5bd781291fd7c80001bb1fad,774256,,complete,,5d2629aeebd0a900169fcb6b,computer,Desktop or Laptop,Windows 8.1,Chrome 75.0.3770.100,1366x768,1349x657,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-1,1
3,1562782548434,10/07/2019 18:15:48,1562782520824,-6,10/07/2019 12:15:20,8835,5,questionnaire-pwdh,,2796671,5bd781291fd7c80001bb1fad,774256,,complete,,5d2629aeebd0a900169fcb6b,computer,Desktop or Laptop,Windows 8.1,Chrome 75.0.3770.100,1366x768,1349x657,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-2,1
4,1562782548434,10/07/2019 18:15:48,1562782520824,-6,10/07/2019 12:15:20,8835,5,questionnaire-pwdh,,2796671,5bd781291fd7c80001bb1fad,774256,,complete,,5d2629aeebd0a900169fcb6b,computer,Desktop or Laptop,Windows 8.1,Chrome 75.0.3770.100,1366x768,1349x657,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-3,1
5,1562782548434,10/07/2019 18:15:48,1562782520825,-6,10/07/2019 12:15:20,8835,5,questionnaire-pwdh,,2796671,5bd781291fd7c80001bb1fad,774256,,complete,,5d2629aeebd0a900169fcb6b,computer,Desktop or Laptop,Windows 8.1,Chrome 75.0.3770.100,1366x768,1349x657,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-4,1
6,1562782548434,10/07/2019 18:15:48,1562782520825,-6,10/07/2019 12:15:20,8835,5,questionnaire-pwdh,,2796671,5bd781291fd7c80001bb1fad,774256,,complete,,5d2629aeebd0a900169fcb6b,computer,Desktop or Laptop,Windows 8.1,Chrome 75.0.3770.100,1366x768,1349x657,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-5,1
7,1562782548434,10/07/2019 18:15:48,1562782520825,-6,10/07/2019 12:15:20,8835,5,questionnaire-pwdh,,2796671,5bd781291fd7c80001bb1fad,774256,,complete,,5d2629aeebd0a900169fcb6b,computer,Desktop or Laptop,Windows 8.1,Chrome 75.0.3770.100,1366x768,1349x657,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-6,1
8,1562782548434,10/07/2019 18:15:48,1562782520825,-6,10/07/2019 12:15:20,8835,5,questionnaire-pwdh,,2796671,5bd781291fd7c80001bb1fad,774256,,complete,,5d2629aeebd0a900169fcb6b,computer,Desktop or Laptop,Windows 8.1,Chrome 75.0.3770.100,1366x768,1349x657,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-7,1
9,1562782548434,10/07/2019 18:15:48,1562782520825,-6,10/07/2019 12:15:20,8835,5,questionnaire-pwdh,,2796671,5bd781291fd7c80001bb1fad,774256,,complete,,5d2629aeebd0a900169fcb6b,computer,Desktop or Laptop,Windows 8.1,Chrome 75.0.3770.100,1366x768,1349x657,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-8,1
10,1562782548434,10/07/2019 18:15:48,1562782520825,-6,10/07/2019 12:15:20,8835,5,questionnaire-pwdh,,2796671,5bd781291fd7c80001bb1fad,774256,,complete,,5d2629aeebd0a900169fcb6b,computer,Desktop or Laptop,Windows 8.1,Chrome 75.0.3770.100,1366x768,1349x657,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-9,1
11,1562782548434,10/07/2019 18:15:48,1562782520825,-6,10/07/2019 12:15:20,8835,5,questionnaire-pwdh,,2796671,5bd781291fd7c80001bb1fad,774256,,complete,,5d2629aeebd0a900169fcb6b,computer,Desktop or Laptop,Windows 8.1,Chrome 75.0.3770.100,1366x768,1349x657,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-10,1
12,1562782548434,10/07/2019 18:15:48,1562782520826,-6,10/07/2019 12:15:20,8835,5,questionnaire-pwdh,,2796671,5bd781291fd7c80001bb1fad,774256,,complete,,5d2629aeebd0a900169fcb6b,computer,Desktop or Laptop,Windows 8.1,Chrome 75.0.3770.100,1366x768,1349x657,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-11,1
13,1562782548434,10/07/2019 18:15:48,1562782520826,-6,10/07/2019 12:15:20,8835,5,questionnaire-pwdh,,2796671,5bd781291fd7c80001bb1fad,774256,,complete,,5d2629aeebd0a900169fcb6b,computer,Desktop or Laptop,Windows 8.1,Chrome 75.0.3770.100,1366x768,1349x657,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-12,1
14,1562782548434,10/07/2019 18:15:48,1562782520826,-6,10/07/2019 12:15:20,8835,5,questionnaire-pwdh,,2796671,5bd781291fd7c80001bb1fad,774256,,complete,,5d2629aeebd0a900169fcb6b,computer,Desktop or Laptop,Windows 8.1,Chrome 75.0.3770.100,1366x768,1349x657,after questionnairs,Consent,7,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,consent-13,1
