Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-mgaa,checkpoint-z52s,checkpoint-u6nu,checkpoint-puaw,checkpoint-axcr,checkpoint-mrc4,branch-ult5,choice made,reaction time,
1,1562774286197,10/07/2019 15:58:06,1562774286174,2,10/07/2019 17:58:06,8835,5,task-uvof,,2795175,5bf300a7ac0f0d000180a247,773858,,complete,,5d26046ebc6de30001a73aa0,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x663,after questionnairs,Pleasure,5,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Agree"",""Q1"":""Agree"",""Q2"":""Agree"",""Q3"":""Strongly agree""}",14550.095000071451,
2,1562774299524,10/07/2019 15:58:19,1562774299536,2,10/07/2019 17:58:19,8835,5,task-uvof,,2795175,5bf300a7ac0f0d000180a247,773858,,complete,,5d26046ebc6de30001a73aa0,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x663,after questionnairs,Pleasure,5,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Strongly agree"",""Q1"":""Agree"",""Q2"":""Agree"",""Q3"":""Disagree""}",13245.905000017956,
3,1562774312889,10/07/2019 15:58:32,1562774312953,2,10/07/2019 17:58:32,8835,5,task-uvof,,2795175,5bf300a7ac0f0d000180a247,773858,,complete,,5d26046ebc6de30001a73aa0,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x663,after questionnairs,Pleasure,5,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Agree"",""Q1"":""Agree"",""Q2"":""Agree"",""Q3"":""Agree""}",13376.859999960288,
4,1562774322644,10/07/2019 15:58:42,1562774322700,2,10/07/2019 17:58:42,8835,5,task-uvof,,2795175,5bf300a7ac0f0d000180a247,773858,,complete,,5d26046ebc6de30001a73aa0,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x663,after questionnairs,Pleasure,5,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Strongly agree"",""Q1"":""Agree"",""Q2"":""Agree""}",9713.400000007823,
1,1562776087839,10/07/2019 16:28:07,1562776087742,1,10/07/2019 17:28:07,8835,5,task-uvof,,2795592,586eb256a763c900011d97d0,773951,,complete,,5d260c1065a5c20017939e8c,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x941,after questionnairs,Pleasure,5,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Agree"",""Q1"":""Agree"",""Q2"":""Agree"",""Q3"":""Strongly agree""}",15648.155000002589,
2,1562776103732,10/07/2019 16:28:23,1562776103723,1,10/07/2019 17:28:23,8835,5,task-uvof,,2795592,586eb256a763c900011d97d0,773951,,complete,,5d260c1065a5c20017939e8c,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x941,after questionnairs,Pleasure,5,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Strongly agree"",""Q1"":""Agree"",""Q2"":""Strongly agree"",""Q3"":""Disagree""}",15958.339999982854,
3,1562776117621,10/07/2019 16:28:37,1562776117627,1,10/07/2019 17:28:37,8835,5,task-uvof,,2795592,586eb256a763c900011d97d0,773951,,complete,,5d260c1065a5c20017939e8c,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x941,after questionnairs,Pleasure,5,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Strongly agree"",""Q1"":""Agree"",""Q2"":""Strongly agree"",""Q3"":""Agree""}",13889.445000007981,
4,1562776123844,10/07/2019 16:28:43,1562776123745,1,10/07/2019 17:28:43,8835,5,task-uvof,,2795592,586eb256a763c900011d97d0,773951,,complete,,5d260c1065a5c20017939e8c,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x941,after questionnairs,Pleasure,5,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Strongly agree"",""Q1"":""Agree"",""Q2"":""Strongly agree""}",6106.689999985974,
1,1562778667544,10/07/2019 17:11:07,1562778668203,1,10/07/2019 18:11:08,8835,5,task-uvof,,2796425,54762f9efdf99b05557e04be,774153,,complete,,5d2616a3c4d71e00190d081c,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x937,after questionnairs,Pleasure,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Strongly agree"",""Q1"":""Agree"",""Q2"":""Strongly agree"",""Q3"":""Strongly agree""}",10752.794999978505,
2,1562778675853,10/07/2019 17:11:15,1562778676550,1,10/07/2019 18:11:16,8835,5,task-uvof,,2796425,54762f9efdf99b05557e04be,774153,,complete,,5d2616a3c4d71e00190d081c,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x937,after questionnairs,Pleasure,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Agree"",""Q1"":""Strongly agree"",""Q2"":""Agree"",""Q3"":""Disagree""}",8324.329999973997,
3,1562778683118,10/07/2019 17:11:23,1562778683805,1,10/07/2019 18:11:23,8835,5,task-uvof,,2796425,54762f9efdf99b05557e04be,774153,,complete,,5d2616a3c4d71e00190d081c,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x937,after questionnairs,Pleasure,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Strongly agree"",""Q1"":""Agree"",""Q2"":""Strongly agree"",""Q3"":""Agree""}",7237.27499996312,
4,1562778691447,10/07/2019 17:11:31,1562778692158,1,10/07/2019 18:11:32,8835,5,task-uvof,,2796425,54762f9efdf99b05557e04be,774153,,complete,,5d2616a3c4d71e00190d081c,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x937,after questionnairs,Pleasure,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Agree"",""Q1"":""Strongly agree"",""Q2"":""Strongly agree""}",8339.114999980666,
1,1562779403026,10/07/2019 17:23:23,1562779402732,2,10/07/2019 19:23:22,8835,5,task-uvof,,2796484,5b5ca33f295c4b0001c294d0,774133,,complete,,5d2615f53f78ec001ba0777f,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1366x768,1366x625,after questionnairs,Pleasure,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Strongly agree"",""Q1"":""Agree"",""Q2"":""Strongly agree"",""Q3"":""Agree""}",12433.17500000012,
2,1562779416120,10/07/2019 17:23:36,1562779415838,2,10/07/2019 19:23:35,8835,5,task-uvof,,2796484,5b5ca33f295c4b0001c294d0,774133,,complete,,5d2615f53f78ec001ba0777f,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1366x768,1366x625,after questionnairs,Pleasure,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Agree"",""Q1"":""Agree"",""Q2"":""Disagree"",""Q3"":""Disagree""}",13066.960000000108,
3,1562779433562,10/07/2019 17:23:53,1562779433291,2,10/07/2019 19:23:53,8835,5,task-uvof,,2796484,5b5ca33f295c4b0001c294d0,774133,,complete,,5d2615f53f78ec001ba0777f,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1366x768,1366x625,after questionnairs,Pleasure,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Agree"",""Q1"":""Agree"",""Q2"":""Agree"",""Q3"":""Disagree""}",17431.52999999984,
4,1562779469792,10/07/2019 17:24:29,1562779442200,2,10/07/2019 19:24:02,8835,5,task-uvof,,2796484,5b5ca33f295c4b0001c294d0,774133,,complete,,5d2615f53f78ec001ba0777f,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1366x768,1366x625,after questionnairs,Pleasure,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Agree"",""Q1"":""Agree"",""Q2"":""Agree""}",8894.780000000537,
1,1562779703387,10/07/2019 17:28:23,1562779700721,3,10/07/2019 20:28:20,8835,5,task-uvof,,2796504,5c9d4168368fa2001578c7a6,774164,,complete,,5d2615a6992db9000189c552,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x937,after questionnairs,Pleasure,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Strongly agree"",""Q1"":""Disagree"",""Q2"":""Strongly agree"",""Q3"":""Strongly agree""}",40853.639999986626,
2,1562779735826,10/07/2019 17:28:55,1562779733217,3,10/07/2019 20:28:53,8835,5,task-uvof,,2796504,5c9d4168368fa2001578c7a6,774164,,complete,,5d2615a6992db9000189c552,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x937,after questionnairs,Pleasure,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Agree"",""Q1"":""Strongly agree"",""Q2"":""Agree"",""Q3"":""Disagree""}",32471.14999999758,
3,1562779768528,10/07/2019 17:29:28,1562779765924,3,10/07/2019 20:29:25,8835,5,task-uvof,,2796504,5c9d4168368fa2001578c7a6,774164,,complete,,5d2615a6992db9000189c552,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x937,after questionnairs,Pleasure,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Strongly agree"",""Q1"":""Agree"",""Q2"":""Strongly agree"",""Q3"":""Disagree""}",32695.324999978766,
4,1562779783700,10/07/2019 17:29:43,1562779781114,3,10/07/2019 20:29:41,8835,5,task-uvof,,2796504,5c9d4168368fa2001578c7a6,774164,,complete,,5d2615a6992db9000189c552,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x937,after questionnairs,Pleasure,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Strongly agree"",""Q1"":""Agree"",""Q2"":""Strongly agree""}",15177.11499996949,
1,1562783368225,10/07/2019 18:29:28,1562783367147,1,10/07/2019 19:29:27,8835,5,task-uvof,,2796742,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Pleasure,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Agree"",""Q1"":""Agree"",""Q2"":""Agree"",""Q3"":""Agree""}",17205.79999999609,
2,1562783385367,10/07/2019 18:29:45,1562783384215,1,10/07/2019 19:29:44,8835,5,task-uvof,,2796742,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Pleasure,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Disagree"",""Q1"":""Agree"",""Q2"":""Agree"",""Q3"":""Disagree""}",17137.925000017276,
3,1562783404858,10/07/2019 18:30:04,1562783403781,1,10/07/2019 19:30:03,8835,5,task-uvof,,2796742,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Pleasure,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Agree"",""Q1"":""Agree"",""Q2"":""Agree"",""Q3"":""Agree""}",19529.32500001043,
4,1562783418987,10/07/2019 18:30:18,1562783417932,1,10/07/2019 19:30:17,8835,5,task-uvof,,2796742,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Pleasure,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Agree"",""Q1"":""Agree"",""Q2"":""Strongly agree""}",14106.799999979557,
1,1562783891948,10/07/2019 18:38:11,1562783891714,1,10/07/2019 19:38:11,8835,5,task-uvof,,2796785,5a95887035237b0001125dfe,774240,,complete,,5d262977b28f470017f02277,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,2560x1440,2560x1298,after questionnairs,Pleasure,5,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Strongly agree"",""Q1"":""Strongly agree"",""Q2"":""Strongly agree"",""Q3"":""Strongly agree""}",33415.27499999938,
2,1562783908451,10/07/2019 18:38:28,1562783908333,1,10/07/2019 19:38:28,8835,5,task-uvof,,2796785,5a95887035237b0001125dfe,774240,,complete,,5d262977b28f470017f02277,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,2560x1440,2560x1298,after questionnairs,Pleasure,5,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Strongly agree"",""Q1"":""Strongly agree"",""Q2"":""Agree"",""Q3"":""Disagree""}",16601.4750000013,
3,1562783923541,10/07/2019 18:38:43,1562783923445,1,10/07/2019 19:38:43,8835,5,task-uvof,,2796785,5a95887035237b0001125dfe,774240,,complete,,5d262977b28f470017f02277,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,2560x1440,2560x1298,after questionnairs,Pleasure,5,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Agree"",""Q1"":""Strongly agree"",""Q2"":""Strongly agree"",""Q3"":""Agree""}",15103.90499999994,
4,1562783937476,10/07/2019 18:38:57,1562783937359,1,10/07/2019 19:38:57,8835,5,task-uvof,,2796785,5a95887035237b0001125dfe,774240,,complete,,5d262977b28f470017f02277,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,2560x1440,2560x1298,after questionnairs,Pleasure,5,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Strongly agree"",""Q1"":""Agree"",""Q2"":""Disagree""}",13904.209999998784,
1,1562783956623,10/07/2019 18:39:16,1562783955714,-4,10/07/2019 14:39:15,8835,5,task-uvof,,2796791,5c3cd0b4486a390001e86330,774245,,complete,,5d2629c0cba1f900011c5d51,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x937,after questionnairs,Pleasure,5,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Strongly agree"",""Q1"":""Agree"",""Q2"":""Strongly agree"",""Q3"":""Strongly agree""}",19723.004999992554,
2,1562783969030,10/07/2019 18:39:29,1562783968159,-4,10/07/2019 14:39:28,8835,5,task-uvof,,2796791,5c3cd0b4486a390001e86330,774245,,complete,,5d2629c0cba1f900011c5d51,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x937,after questionnairs,Pleasure,5,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Strongly agree"",""Q1"":""Agree"",""Q2"":""Agree"",""Q3"":""Disagree""}",12433.85999999009,
3,1562783984075,10/07/2019 18:39:44,1562783983201,-4,10/07/2019 14:39:43,8835,5,task-uvof,,2796791,5c3cd0b4486a390001e86330,774245,,complete,,5d2629c0cba1f900011c5d51,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x937,after questionnairs,Pleasure,5,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,"{""Q0"":""Strongly agree"",""Q1"":""Agree"",""Q2"":""Strongly agree"",""Q3"":""Agree""}",15036.099999997532,
