Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-mgaa,checkpoint-z52s,checkpoint-u6nu,checkpoint-puaw,checkpoint-axcr,checkpoint-mrc4,branch-ult5,reaction time,key pressed,builtin rt,end_time,start_time,
11,1562773034026,10/07/2019 15:37:14,1562773034110,2,10/07/2019 17:37:14,8835,5,task-cz44,,2794976,5bf300a7ac0f0d000180a247,773858,,complete,,5d26046ebc6de30001a73aa0,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x663,after questionnairs,Post Max Tapping Instructions and Training,5,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,2970.024999929592,32,,,,
12,1562773039084,10/07/2019 15:37:19,1562773039168,2,10/07/2019 17:37:19,8835,5,task-cz44,,2794976,5bf300a7ac0f0d000180a247,773858,,complete,,5d26046ebc6de30001a73aa0,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x663,after questionnairs,Post Max Tapping Instructions and Training,5,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,5054.295000154525,32,,,,
13,1562773039178,10/07/2019 15:37:19,1562773039172,2,10/07/2019 17:37:19,8835,5,task-cz44,,2794976,5bf300a7ac0f0d000180a247,773858,,complete,,5d26046ebc6de30001a73aa0,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x663,after questionnairs,Post Max Tapping Instructions and Training,5,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,,,,,,
14,1562773041693,10/07/2019 15:37:21,1562773041780,2,10/07/2019 17:37:21,8835,5,task-cz44,,2794976,5bf300a7ac0f0d000180a247,773858,,complete,,5d26046ebc6de30001a73aa0,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x663,after questionnairs,Post Max Tapping Instructions and Training,5,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,2606,32,2605.4500001482666,1562773041779,1562773039173,
15,1562773041943,10/07/2019 15:37:21,1562773041782,2,10/07/2019 17:37:21,8835,5,task-cz44,,2794976,5bf300a7ac0f0d000180a247,773858,,complete,,5d26046ebc6de30001a73aa0,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x663,after questionnairs,Post Max Tapping Instructions and Training,5,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,,,,,,
16,1562773041943,10/07/2019 15:37:21,1562773041784,2,10/07/2019 17:37:21,8835,5,task-cz44,,2794976,5bf300a7ac0f0d000180a247,773858,,complete,,5d26046ebc6de30001a73aa0,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x663,after questionnairs,Post Max Tapping Instructions and Training,5,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,,,,,,
17,1562773041943,10/07/2019 15:37:21,1562773041788,2,10/07/2019 17:37:21,8835,5,task-cz44,,2794976,5bf300a7ac0f0d000180a247,773858,,complete,,5d26046ebc6de30001a73aa0,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x663,after questionnairs,Post Max Tapping Instructions and Training,5,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,,,,,,
18,1562773041943,10/07/2019 15:37:21,1562773041830,2,10/07/2019 17:37:21,8835,5,task-cz44,,2794976,5bf300a7ac0f0d000180a247,773858,,complete,,5d26046ebc6de30001a73aa0,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x663,after questionnairs,Post Max Tapping Instructions and Training,5,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,,,,,,
19,1562773044696,10/07/2019 15:37:24,1562773044775,2,10/07/2019 17:37:24,8835,5,task-cz44,,2794976,5bf300a7ac0f0d000180a247,773858,,complete,,5d26046ebc6de30001a73aa0,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x663,after questionnairs,Post Max Tapping Instructions and Training,5,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,2841,40,2840.6599999871105,1562773044672,1562773041831,
20,1562773044788,10/07/2019 15:37:24,1562773044778,2,10/07/2019 17:37:24,8835,5,task-cz44,,2794976,5bf300a7ac0f0d000180a247,773858,,complete,,5d26046ebc6de30001a73aa0,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x663,after questionnairs,Post Max Tapping Instructions and Training,5,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,,,,,,
21,1562773045271,10/07/2019 15:37:25,1562773045348,2,10/07/2019 17:37:25,8835,5,task-cz44,,2794976,5bf300a7ac0f0d000180a247,773858,,complete,,5d26046ebc6de30001a73aa0,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x663,after questionnairs,Post Max Tapping Instructions and Training,5,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,465,40,464.1500001307577,1562773045245,1562773044780,
22,1562773045474,10/07/2019 15:37:25,1562773045553,2,10/07/2019 17:37:25,8835,5,task-cz44,,2794976,5bf300a7ac0f0d000180a247,773858,,complete,,5d26046ebc6de30001a73aa0,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x663,after questionnairs,Post Max Tapping Instructions and Training,5,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,97,40,95.45999998226762,1562773045449,1562773045352,
23,1562773045646,10/07/2019 15:37:25,1562773045734,2,10/07/2019 17:37:25,8835,5,task-cz44,,2794976,5bf300a7ac0f0d000180a247,773858,,complete,,5d26046ebc6de30001a73aa0,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x663,after questionnairs,Post Max Tapping Instructions and Training,5,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,77,40,76.55499991960824,1562773045633,1562773045556,
24,1562773045819,10/07/2019 15:37:25,1562773045910,2,10/07/2019 17:37:25,8835,5,task-cz44,,2794976,5bf300a7ac0f0d000180a247,773858,,complete,,5d26046ebc6de30001a73aa0,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x663,after questionnairs,Post Max Tapping Instructions and Training,5,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,71,40,70.6899999640882,1562773045808,1562773045737,
25,1562773046005,10/07/2019 15:37:26,1562773046096,2,10/07/2019 17:37:26,8835,5,task-cz44,,2794976,5bf300a7ac0f0d000180a247,773858,,complete,,5d26046ebc6de30001a73aa0,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x663,after questionnairs,Post Max Tapping Instructions and Training,5,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,81,40,79.68999980948865,1562773045993,1562773045912,
26,1562773046292,10/07/2019 15:37:26,1562773046370,2,10/07/2019 17:37:26,8835,5,task-cz44,,2794976,5bf300a7ac0f0d000180a247,773858,,complete,,5d26046ebc6de30001a73aa0,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x663,after questionnairs,Post Max Tapping Instructions and Training,5,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,167,40,165.76999984681606,1562773046268,1562773046101,
27,1562773046509,10/07/2019 15:37:26,1562773046586,2,10/07/2019 17:37:26,8835,5,task-cz44,,2794976,5bf300a7ac0f0d000180a247,773858,,complete,,5d26046ebc6de30001a73aa0,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1366x768,1366x663,after questionnairs,Post Max Tapping Instructions and Training,5,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,112,40,110.93500000424683,1562773046485,1562773046373,
