Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-mgaa,checkpoint-z52s,checkpoint-u6nu,checkpoint-puaw,checkpoint-axcr,checkpoint-mrc4,branch-ult5,reaction time,key pressed,builtin rt,end_time,start_time,
173,1562778222226,10/07/2019 17:03:42,1562778219657,3,10/07/2019 20:03:39,8835,5,task-cz44,,2796364,5c9d4168368fa2001578c7a6,774164,,complete,,5d2615a6992db9000189c552,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x937,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,6000.765000004321,84,,,,
174,1562778227400,10/07/2019 17:03:47,1562778224789,3,10/07/2019 20:03:44,8835,5,task-cz44,,2796364,5c9d4168368fa2001578c7a6,774164,,complete,,5d2615a6992db9000189c552,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x937,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,3129.8749999841675,84,,,,
175,1562778233134,10/07/2019 17:03:53,1562778230567,3,10/07/2019 20:03:50,8835,5,task-cz44,,2796364,5c9d4168368fa2001578c7a6,774164,,complete,,5d2615a6992db9000189c552,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x937,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,3773.849999997765,84,,,,
176,1562778242403,10/07/2019 17:04:02,1562778239831,3,10/07/2019 20:03:59,8835,5,task-cz44,,2796364,5c9d4168368fa2001578c7a6,774164,,complete,,5d2615a6992db9000189c552,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3770.100,1920x1080,1920x937,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,9260.910000069998,,,,,
1,1562781205352,10/07/2019 17:53:25,1562781204298,1,10/07/2019 18:53:24,8835,5,task-cz44,,2796569,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,6149,32,6147.875000024214,1562781204296,1562781198147,
2,1562781213053,10/07/2019 17:53:33,1562781211954,1,10/07/2019 18:53:31,8835,5,task-cz44,,2796569,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,7629,32,7753.28500001342,1562781211953,1562781204324,
3,1562781219807,10/07/2019 17:53:39,1562781218710,1,10/07/2019 18:53:38,8835,5,task-cz44,,2796569,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,6753,32,6752.594999998109,1562781218709,1562781211956,
4,1562781227655,10/07/2019 17:53:47,1562781226597,1,10/07/2019 18:53:46,8835,5,task-cz44,,2796569,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,7884,32,7883.419999998296,1562781226597,1562781218713,
5,1562781227717,10/07/2019 17:53:47,1562781226600,1,10/07/2019 18:53:46,8835,5,task-cz44,,2796569,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,,,,,,
6,1562781231536,10/07/2019 17:53:51,1562781230476,1,10/07/2019 18:53:50,8835,5,task-cz44,,2796569,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,3869.975000008708,32,,,,
7,1562781236802,10/07/2019 17:53:56,1562781235749,1,10/07/2019 18:53:55,8835,5,task-cz44,,2796569,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,5271.875000005821,32,,,,
8,1562781242143,10/07/2019 17:54:02,1562781241112,1,10/07/2019 18:54:01,8835,5,task-cz44,,2796569,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,5359.995000006165,32,,,,
9,1562781245533,10/07/2019 17:54:05,1562781244502,1,10/07/2019 18:54:04,8835,5,task-cz44,,2796569,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,3387.220000004163,32,,,,
10,1562781245611,10/07/2019 17:54:05,1562781244504,1,10/07/2019 18:54:04,8835,5,task-cz44,,2796569,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,,,,,,
11,1562781249192,10/07/2019 17:54:09,1562781248172,1,10/07/2019 18:54:08,8835,5,task-cz44,,2796569,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,3666.2000000069384,32,,,,
12,1562781253220,10/07/2019 17:54:13,1562781252196,1,10/07/2019 18:54:12,8835,5,task-cz44,,2796569,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,4021.535000007134,32,,,,
13,1562781253282,10/07/2019 17:54:13,1562781252200,1,10/07/2019 18:54:12,8835,5,task-cz44,,2796569,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,,,,,,
14,1562781255500,10/07/2019 17:54:15,1562781254480,1,10/07/2019 18:54:14,8835,5,task-cz44,,2796569,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,2279,32,2278.9749999938067,1562781254480,1562781252201,
15,1562781256204,10/07/2019 17:54:16,1562781254482,1,10/07/2019 18:54:14,8835,5,task-cz44,,2796569,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,,,,,,
16,1562781256204,10/07/2019 17:54:16,1562781254484,1,10/07/2019 18:54:14,8835,5,task-cz44,,2796569,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,,,,,,
17,1562781256204,10/07/2019 17:54:16,1562781254486,1,10/07/2019 18:54:14,8835,5,task-cz44,,2796569,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,,,,,,
18,1562781256204,10/07/2019 17:54:16,1562781254488,1,10/07/2019 18:54:14,8835,5,task-cz44,,2796569,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,,,,,,
19,1562781256359,10/07/2019 17:54:16,1562781255352,1,10/07/2019 18:54:15,8835,5,task-cz44,,2796569,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,761,40,760.1099999737926,1562781255249,1562781254488,
20,1562781256423,10/07/2019 17:54:16,1562781255353,1,10/07/2019 18:54:15,8835,5,task-cz44,,2796569,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,,,,,,
21,1562781256488,10/07/2019 17:54:16,1562781255479,1,10/07/2019 18:54:15,8835,5,task-cz44,,2796569,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,23,40,23.435000010067597,1562781255377,1562781255354,
22,1562781256614,10/07/2019 17:54:16,1562781255607,1,10/07/2019 18:54:15,8835,5,task-cz44,,2796569,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,26,40,25.42000001994893,1562781255506,1562781255480,
23,1562781256739,10/07/2019 17:54:16,1562781255727,1,10/07/2019 18:54:15,8835,5,task-cz44,,2796569,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,18,40,17.289999988861382,1562781255626,1562781255608,
24,1562781256926,10/07/2019 17:54:16,1562781255912,1,10/07/2019 18:54:15,8835,5,task-cz44,,2796569,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,81,40,80.53999999538064,1562781255810,1562781255729,
25,1562781257114,10/07/2019 17:54:17,1562781256112,1,10/07/2019 18:54:16,8835,5,task-cz44,,2796569,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,98,40,96.49000002536923,1562781256011,1562781255913,
26,1562781257222,10/07/2019 17:54:17,1562781256216,1,10/07/2019 18:54:16,8835,5,task-cz44,,2796569,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,1,40,0.5949999904260039,1562781256115,1562781256114,
27,1562781257411,10/07/2019 17:54:17,1562781256401,1,10/07/2019 18:54:16,8835,5,task-cz44,,2796569,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,81,40,80.34000001498498,1562781256299,1562781256218,
28,1562781257505,10/07/2019 17:54:17,1562781256505,1,10/07/2019 18:54:16,8835,5,task-cz44,,2796569,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,1,40,0.614999997196719,1562781256404,1562781256403,
29,1562781257707,10/07/2019 17:54:17,1562781256705,1,10/07/2019 18:54:16,8835,5,task-cz44,,2796569,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,97,40,96.37499999371357,1562781256604,1562781256507,
30,1562781257960,10/07/2019 17:54:17,1562781256962,1,10/07/2019 18:54:16,8835,5,task-cz44,,2796569,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,153,40,152.6949999970384,1562781256860,1562781256707,
31,1562781258119,10/07/2019 17:54:18,1562781257114,1,10/07/2019 18:54:17,8835,5,task-cz44,,2796569,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,48,40,48.349999997299165,1562781257012,1562781256964,
32,1562781258274,10/07/2019 17:54:18,1562781257274,1,10/07/2019 18:54:17,8835,5,task-cz44,,2796569,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,57,40,56.39000001247041,1562781257173,1562781257116,
33,1562781258448,10/07/2019 17:54:18,1562781257442,1,10/07/2019 18:54:17,8835,5,task-cz44,,2796569,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,65,40,64.0150000108406,1562781257341,1562781257276,
34,1562781258681,10/07/2019 17:54:18,1562781257675,1,10/07/2019 18:54:17,8835,5,task-cz44,,2796569,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,130,40,129.32499998714775,1562781257573,1562781257443,
35,1562781258806,10/07/2019 17:54:18,1562781257811,1,10/07/2019 18:54:17,8835,5,task-cz44,,2796569,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,33,40,32.25499999825843,1562781257710,1562781257677,
36,1562781258932,10/07/2019 17:54:18,1562781257932,1,10/07/2019 18:54:17,8835,5,task-cz44,,2796569,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,17,40,16.194999974686652,1562781257830,1562781257813,
37,1562781259120,10/07/2019 17:54:19,1562781258116,1,10/07/2019 18:54:18,8835,5,task-cz44,,2796569,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,80,40,79.62999999290332,1562781258014,1562781257934,
38,1562781259230,10/07/2019 17:54:19,1562781258220,1,10/07/2019 18:54:18,8835,5,task-cz44,,2796569,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,1,40,0.6200000061653554,1562781258119,1562781258118,
39,1562781259433,10/07/2019 17:54:19,1562781258428,1,10/07/2019 18:54:18,8835,5,task-cz44,,2796569,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,105,40,104.55499999807216,1562781258327,1562781258222,
40,1562781259870,10/07/2019 17:54:19,1562781258540,1,10/07/2019 18:54:18,8835,5,task-cz44,,2796569,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,9,40,8.789999992586672,1562781258439,1562781258430,
41,1562781259964,10/07/2019 17:54:19,1562781258741,1,10/07/2019 18:54:18,8835,5,task-cz44,,2796569,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,98,40,97.42499998537824,1562781258639,1562781258541,
42,1562781259964,10/07/2019 17:54:19,1562781258950,1,10/07/2019 18:54:18,8835,5,task-cz44,,2796569,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,106,40,105.39499999140389,1562781258848,1562781258742,
43,1562781260072,10/07/2019 17:54:20,1562781259070,1,10/07/2019 18:54:19,8835,5,task-cz44,,2796569,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,18,40,17.18500000424683,1562781258968,1562781258950,
44,1562781260261,10/07/2019 17:54:20,1562781259262,1,10/07/2019 18:54:19,8835,5,task-cz44,,2796569,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,88,40,88.35000000544824,1562781259160,1562781259072,
45,1562781260386,10/07/2019 17:54:20,1562781259382,1,10/07/2019 18:54:19,8835,5,task-cz44,,2796569,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,17,40,16.149999981280416,1562781259281,1562781259264,
46,1562781260494,10/07/2019 17:54:20,1562781259494,1,10/07/2019 18:54:19,8835,5,task-cz44,,2796569,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,7,40,6.105000007664785,1562781259393,1562781259386,
47,1562781260699,10/07/2019 17:54:20,1562781259703,1,10/07/2019 18:54:19,8835,5,task-cz44,,2796569,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,105,40,105.08500001742505,1562781259601,1562781259496,
48,1562781260824,10/07/2019 17:54:20,1562781259815,1,10/07/2019 18:54:19,8835,5,task-cz44,,2796569,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,8,40,8.024999988265336,1562781259713,1562781259705,
49,1562781260933,10/07/2019 17:54:20,1562781259927,1,10/07/2019 18:54:19,8835,5,task-cz44,,2796569,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,9,40,8.159999997587875,1562781259826,1562781259817,
50,1562781261027,10/07/2019 17:54:21,1562781260033,1,10/07/2019 18:54:20,8835,5,task-cz44,,2796569,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,2,40,0.6299999949987978,1562781259931,1562781259929,
51,1562781261137,10/07/2019 17:54:21,1562781260138,1,10/07/2019 18:54:20,8835,5,task-cz44,,2796569,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,1,40,0.5999999993946403,1562781260036,1562781260035,
52,1562781261933,10/07/2019 17:54:21,1562781260264,1,10/07/2019 18:54:20,8835,5,task-cz44,,2796569,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,22,40,22.060000017518178,1562781260162,1562781260140,
53,1562781261995,10/07/2019 17:54:21,1562781260488,1,10/07/2019 18:54:20,8835,5,task-cz44,,2796569,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,121,40,120.47500000335276,1562781260387,1562781260266,
54,1562781261995,10/07/2019 17:54:21,1562781260609,1,10/07/2019 18:54:20,8835,5,task-cz44,,2796569,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,18,40,17.315000004600734,1562781260507,1562781260489,
55,1562781261995,10/07/2019 17:54:21,1562781260720,1,10/07/2019 18:54:20,8835,5,task-cz44,,2796569,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,10,40,9.415000007720664,1562781260619,1562781260609,
56,1562781261995,10/07/2019 17:54:21,1562781260824,1,10/07/2019 18:54:20,8835,5,task-cz44,,2796569,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,2,40,2.0450000010896474,1562781260723,1562781260721,
57,1562781261995,10/07/2019 17:54:21,1562781260937,1,10/07/2019 18:54:20,8835,5,task-cz44,,2796569,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,11,40,10.07499999832362,1562781260836,1562781260825,
58,1562781262059,10/07/2019 17:54:22,1562781261050,1,10/07/2019 18:54:21,8835,5,task-cz44,,2796569,5d1770db8992b3000156d222,774222,,complete,,5d2624d98352f000013bc296,computer,Desktop or Laptop,Windows 7,Chrome 75.0.3770.100,1920x1200,1920x1057,after questionnairs,Post Max Tapping Instructions and Training,5,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,AMI_accept,10,40,9.040000004461035,1562781260948,1562781260938,
