Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-mgaa,checkpoint-z52s,checkpoint-u6nu,checkpoint-puaw,checkpoint-axcr,checkpoint-mrc4,reaction time,stimulus,button pressed
1,1554475855851,05/04/2019 14:50:55,1554475854485,-7,05/04/2019 07:50:54,6138,39,task-jgum,,2417268,5c91c1524537020016fb17e9,668267,,complete,,5ca76a22f7c8550017428f91,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1366x768,1366x657,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,5265.169999998761,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1554475859492,05/04/2019 14:50:59,1554475858181,-7,05/04/2019 07:50:58,6138,39,task-jgum,,2417268,5c91c1524537020016fb17e9,668267,,complete,,5ca76a22f7c8550017428f91,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1366x768,1366x657,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,3689.2399999996996,/task/29849/3/asset/Dog.mp3,1
3,1554475860934,05/04/2019 14:51:00,1554475860107,-7,05/04/2019 07:51:00,6138,39,task-jgum,,2417268,5c91c1524537020016fb17e9,668267,,complete,,5ca76a22f7c8550017428f91,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1366x768,1366x657,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,1920.4499999977998,/task/29849/3/asset/Owl.mp3,0
4,1554475862184,05/04/2019 14:51:02,1554475861363,-7,05/04/2019 07:51:01,6138,39,task-jgum,,2417268,5c91c1524537020016fb17e9,668267,,complete,,5ca76a22f7c8550017428f91,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1366x768,1366x657,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,1250.3450000003795,/task/29849/3/asset/Goat.mp3,0
1,1554475931449,05/04/2019 14:52:11,1554475932512,1,05/04/2019 15:52:12,6138,39,task-jgum,,2417271,5bfa8c4b18430e0001865d19,668270,,complete,,5ca76af7ce2d040001a45e2b,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1920x1080,1920x937,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,10971.079999999347,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1554475938129,05/04/2019 14:52:18,1554475939306,1,05/04/2019 15:52:19,6138,39,task-jgum,,2417271,5bfa8c4b18430e0001865d19,668270,,complete,,5ca76af7ce2d040001a45e2b,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1920x1080,1920x937,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,6784.175000000687,/task/29849/3/asset/Dog.mp3,1
3,1554475941725,05/04/2019 14:52:21,1554475942914,1,05/04/2019 15:52:22,6138,39,task-jgum,,2417271,5bfa8c4b18430e0001865d19,668270,,complete,,5ca76af7ce2d040001a45e2b,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1920x1080,1920x937,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,3604.559999999765,/task/29849/3/asset/Owl.mp3,0
4,1554475944290,05/04/2019 14:52:24,1554475945492,1,05/04/2019 15:52:25,6138,39,task-jgum,,2417271,5bfa8c4b18430e0001865d19,668270,,complete,,5ca76af7ce2d040001a45e2b,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1920x1080,1920x937,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,2574.3449999972654,/task/29849/3/asset/Goat.mp3,0
1,1554476103144,05/04/2019 14:55:03,1554476103117,-5,05/04/2019 09:55:03,6138,39,task-jgum,,2417288,5c1cee9099de680001e2763c,668274,,complete,,5ca76b7fd9f511001691683c,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1280x720,1280x648,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,6692.1650000003865,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1554476111401,05/04/2019 14:55:11,1554476111391,-5,05/04/2019 09:55:11,6138,39,task-jgum,,2417288,5c1cee9099de680001e2763c,668274,,complete,,5ca76b7fd9f511001691683c,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1280x720,1280x648,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,8268.930000000182,/task/29849/3/asset/Dog.mp3,1
3,1554476120838,05/04/2019 14:55:20,1554476120860,-5,05/04/2019 09:55:20,6138,39,task-jgum,,2417288,5c1cee9099de680001e2763c,668274,,complete,,5ca76b7fd9f511001691683c,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1280x720,1280x648,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,9465.769999999793,/task/29849/3/asset/Owl.mp3,0
4,1554476124104,05/04/2019 14:55:24,1554476124140,-5,05/04/2019 09:55:24,6138,39,task-jgum,,2417288,5c1cee9099de680001e2763c,668274,,complete,,5ca76b7fd9f511001691683c,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1280x720,1280x648,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,3276.6899999996895,/task/29849/3/asset/Goat.mp3,0
1,1554479169457,05/04/2019 15:46:09,1554479167706,1,05/04/2019 16:46:07,6138,39,task-jgum,,2417578,5a03241a6e1ea9000124dead,668370,,complete,,5ca77780221aa200167887d3,computer,Desktop or Laptop,Chromium OS 11647.104.0,Chrome 73.0.3683.88,1280x800,1280x641,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,98096.74499999982,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1554479172456,05/04/2019 15:46:12,1554479170371,1,05/04/2019 16:46:10,6138,39,task-jgum,,2417578,5a03241a6e1ea9000124dead,668370,,complete,,5ca77780221aa200167887d3,computer,Desktop or Laptop,Chromium OS 11647.104.0,Chrome 73.0.3683.88,1280x800,1280x641,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,2652.1849999999104,/task/29849/3/asset/Dog.mp3,1
3,1554479173893,05/04/2019 15:46:13,1554479172289,1,05/04/2019 16:46:12,6138,39,task-jgum,,2417578,5a03241a6e1ea9000124dead,668370,,complete,,5ca77780221aa200167887d3,computer,Desktop or Laptop,Chromium OS 11647.104.0,Chrome 73.0.3683.88,1280x800,1280x641,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,1906.0650000001333,/task/29849/3/asset/Owl.mp3,0
4,1554479175364,05/04/2019 15:46:15,1554479173475,1,05/04/2019 16:46:13,6138,39,task-jgum,,2417578,5a03241a6e1ea9000124dead,668370,,complete,,5ca77780221aa200167887d3,computer,Desktop or Laptop,Chromium OS 11647.104.0,Chrome 73.0.3683.88,1280x800,1280x641,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,1173.399999999674,/task/29849/3/asset/Goat.mp3,0
1,1554821839921,09/04/2019 14:57:19,1554821835169,1,09/04/2019 15:57:15,6138,39,task-jgum,,2427213,5c46c60f5aca820001f7d05d,672044,,complete,,5cacb247c546ab0001053d87,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1366x768,1366x657,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,3281.97499999078,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1554821844294,09/04/2019 14:57:24,1554821839667,1,09/04/2019 15:57:19,6138,39,task-jgum,,2427213,5c46c60f5aca820001f7d05d,672044,,complete,,5cacb247c546ab0001053d87,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1366x768,1366x657,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,4491.875000006985,/task/29849/3/asset/Dog.mp3,1
3,1554821846779,09/04/2019 14:57:26,1554821842143,1,09/04/2019 15:57:22,6138,39,task-jgum,,2427213,5c46c60f5aca820001f7d05d,672044,,complete,,5cacb247c546ab0001053d87,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1366x768,1366x657,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,2471.81499999715,/task/29849/3/asset/Owl.mp3,0
4,1554821849716,09/04/2019 14:57:29,1554821845061,1,09/04/2019 15:57:25,6138,39,task-jgum,,2427213,5c46c60f5aca820001f7d05d,672044,,complete,,5cacb247c546ab0001053d87,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1366x768,1366x657,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,2913.2599999720696,/task/29849/3/asset/Goat.mp3,0
1,1554821866857,09/04/2019 14:57:46,1554821869491,1,09/04/2019 15:57:49,6138,39,task-jgum,,2427217,5bd2034025db7b000178ad8a,672045,,complete,,5cacb2489180e500010a47e3,computer,Desktop or Laptop,Windows 10,Firefox 66.0,1366x768,1366x654,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,8793,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1554821870678,09/04/2019 14:57:50,1554821873367,1,09/04/2019 15:57:53,6138,39,task-jgum,,2427217,5bd2034025db7b000178ad8a,672045,,complete,,5cacb2489180e500010a47e3,computer,Desktop or Laptop,Windows 10,Firefox 66.0,1366x768,1366x654,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,3845,/task/29849/3/asset/Dog.mp3,1
3,1554821873256,09/04/2019 14:57:53,1554821875854,1,09/04/2019 15:57:55,6138,39,task-jgum,,2427217,5bd2034025db7b000178ad8a,672045,,complete,,5cacb2489180e500010a47e3,computer,Desktop or Laptop,Windows 10,Firefox 66.0,1366x768,1366x654,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,2470,/task/29849/3/asset/Owl.mp3,0
4,1554821875370,09/04/2019 14:57:55,1554821878041,1,09/04/2019 15:57:58,6138,39,task-jgum,,2427217,5bd2034025db7b000178ad8a,672045,,complete,,5cacb2489180e500010a47e3,computer,Desktop or Laptop,Windows 10,Firefox 66.0,1366x768,1366x654,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,2174,/task/29849/3/asset/Goat.mp3,0
1,1554821879437,09/04/2019 14:57:59,1554821877825,1,09/04/2019 15:57:57,6138,39,task-jgum,,2427221,5c86516f0d4ac0001296d3c6,672046,,complete,,5cacb24955a6f60001891c00,computer,Desktop or Laptop,Windows 10,Firefox 66.0,1120x630,1120x551,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,8642,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1554821882218,09/04/2019 14:58:02,1554821880677,1,09/04/2019 15:58:00,6138,39,task-jgum,,2427221,5c86516f0d4ac0001296d3c6,672046,,complete,,5cacb24955a6f60001891c00,computer,Desktop or Laptop,Windows 10,Firefox 66.0,1120x630,1120x551,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,2841,/task/29849/3/asset/Dog.mp3,1
3,1554821883852,09/04/2019 14:58:03,1554821882284,1,09/04/2019 15:58:02,6138,39,task-jgum,,2427221,5c86516f0d4ac0001296d3c6,672046,,complete,,5cacb24955a6f60001891c00,computer,Desktop or Laptop,Windows 10,Firefox 66.0,1120x630,1120x551,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,1601,/task/29849/3/asset/Owl.mp3,0
4,1554821885881,09/04/2019 14:58:05,1554821884332,1,09/04/2019 15:58:04,6138,39,task-jgum,,2427221,5c86516f0d4ac0001296d3c6,672046,,complete,,5cacb24955a6f60001891c00,computer,Desktop or Laptop,Windows 10,Firefox 66.0,1120x630,1120x551,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,2040,/task/29849/3/asset/Goat.mp3,0
1,1554828080409,09/04/2019 16:41:20,1554828078838,1,09/04/2019 17:41:18,6138,39,task-jgum,,2427544,58740f5faff49500017b9b8e,672582,,complete,,5cacca0e9aab03001e8a7a5e,computer,Desktop or Laptop,Windows 10,Edge 18.17763,1536x864,1536x751,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,17010.199999999997,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1554828092633,09/04/2019 16:41:32,1554828091109,1,09/04/2019 17:41:31,6138,39,task-jgum,,2427544,58740f5faff49500017b9b8e,672582,,complete,,5cacca0e9aab03001e8a7a5e,computer,Desktop or Laptop,Windows 10,Edge 18.17763,1536x864,1536x751,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,12213.900000000001,/task/29849/3/asset/Dog.mp3,1
3,1554828095933,09/04/2019 16:41:35,1554828094417,1,09/04/2019 17:41:34,6138,39,task-jgum,,2427544,58740f5faff49500017b9b8e,672582,,complete,,5cacca0e9aab03001e8a7a5e,computer,Desktop or Laptop,Windows 10,Edge 18.17763,1536x864,1536x751,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,3301.599999999995,/task/29849/3/asset/Owl.mp3,0
4,1554828098639,09/04/2019 16:41:38,1554828097128,1,09/04/2019 17:41:37,6138,39,task-jgum,,2427544,58740f5faff49500017b9b8e,672582,,complete,,5cacca0e9aab03001e8a7a5e,computer,Desktop or Laptop,Windows 10,Edge 18.17763,1536x864,1536x751,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,2704.5,/task/29849/3/asset/Goat.mp3,0
1,1554828074404,09/04/2019 16:41:14,1554828076508,1,09/04/2019 17:41:16,6138,39,task-jgum,,2427545,55cb92aafdf99b45e4bb1165,672581,,complete,,5cacc916001b5c0017be703a,computer,Desktop or Laptop,Windows 10,Firefox 66.0,1600x900,1600x774,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,8925,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1554828080377,09/04/2019 16:41:20,1554828082532,1,09/04/2019 17:41:22,6138,39,task-jgum,,2427545,55cb92aafdf99b45e4bb1165,672581,,complete,,5cacc916001b5c0017be703a,computer,Desktop or Laptop,Windows 10,Firefox 66.0,1600x900,1600x774,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,6001,/task/29849/3/asset/Dog.mp3,1
3,1554828083347,09/04/2019 16:41:23,1554828085532,1,09/04/2019 17:41:25,6138,39,task-jgum,,2427545,55cb92aafdf99b45e4bb1165,672581,,complete,,5cacc916001b5c0017be703a,computer,Desktop or Laptop,Windows 10,Firefox 66.0,1600x900,1600x774,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,2993,/task/29849/3/asset/Owl.mp3,0
4,1554828086017,09/04/2019 16:41:26,1554828088160,1,09/04/2019 17:41:28,6138,39,task-jgum,,2427545,55cb92aafdf99b45e4bb1165,672581,,complete,,5cacc916001b5c0017be703a,computer,Desktop or Laptop,Windows 10,Firefox 66.0,1600x900,1600x774,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,2622,/task/29849/3/asset/Goat.mp3,0
1,1554828145485,09/04/2019 16:42:25,1554828145777,1,09/04/2019 17:42:25,6138,39,task-jgum,,2427552,5c94b552cb58ab0001b9d859,672585,,complete,,5cacca7c40ed8e001637e253,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1600x900,1600x783,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,8932.30011803778,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1554828149142,09/04/2019 16:42:29,1554828149512,1,09/04/2019 17:42:29,6138,39,task-jgum,,2427552,5c94b552cb58ab0001b9d859,672585,,complete,,5cacca7c40ed8e001637e253,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1600x900,1600x783,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,3080.5996843586563,/task/29849/3/asset/Dog.mp3,1
3,1554828151504,09/04/2019 16:42:31,1554828151843,1,09/04/2019 17:42:31,6138,39,task-jgum,,2427552,5c94b552cb58ab0001b9d859,672585,,complete,,5cacca7c40ed8e001637e253,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1600x900,1600x783,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,2323.3004070052084,/task/29849/3/asset/Owl.mp3,0
4,1554828154075,09/04/2019 16:42:34,1554828154423,1,09/04/2019 17:42:34,6138,39,task-jgum,,2427552,5c94b552cb58ab0001b9d859,672585,,complete,,5cacca7c40ed8e001637e253,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1600x900,1600x783,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,2567.7001669399615,/task/29849/3/asset/Goat.mp3,0
1,1554828174029,09/04/2019 16:42:54,1554828174974,1,09/04/2019 17:42:54,6138,39,task-jgum,,2427559,5b4133cd9c2ec600014f2487,672586,,complete,,5cacc9df5c84190001a48665,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1366x651,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,11170.799924088922,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1554828178086,09/04/2019 16:42:58,1554828179090,1,09/04/2019 17:42:59,6138,39,task-jgum,,2427559,5b4133cd9c2ec600014f2487,672586,,complete,,5cacc9df5c84190001a48665,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1366x651,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,3940.6000263999886,/task/29849/3/asset/Dog.mp3,1
3,1554828180503,09/04/2019 16:43:00,1554828181527,1,09/04/2019 17:43:01,6138,39,task-jgum,,2427559,5b4133cd9c2ec600014f2487,672586,,complete,,5cacc9df5c84190001a48665,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1366x651,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,2428.4998095556402,/task/29849/3/asset/Owl.mp3,0
4,1554828184107,09/04/2019 16:43:04,1554828185118,1,09/04/2019 17:43:05,6138,39,task-jgum,,2427559,5b4133cd9c2ec600014f2487,672586,,complete,,5cacc9df5c84190001a48665,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1366x651,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,3583.1001852888076,/task/29849/3/asset/Goat.mp3,0
1,1554828230860,09/04/2019 16:43:50,1554828232661,1,09/04/2019 17:43:52,6138,39,task-jgum,,2427567,58ad509da7d4580001044215,672587,,complete,,5caccb5772576b0015da75b4,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1280x720,1280x616,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,13605.349999997998,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1554828233715,09/04/2019 16:43:53,1554828235668,1,09/04/2019 17:43:55,6138,39,task-jgum,,2427567,58ad509da7d4580001044215,672587,,complete,,5caccb5772576b0015da75b4,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1280x720,1280x616,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,3001.705000002403,/task/29849/3/asset/Dog.mp3,1
3,1554828236990,09/04/2019 16:43:56,1554828238890,1,09/04/2019 17:43:58,6138,39,task-jgum,,2427567,58ad509da7d4580001044215,672587,,complete,,5caccb5772576b0015da75b4,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1280x720,1280x616,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,3219.394999992801,/task/29849/3/asset/Owl.mp3,0
4,1554828238651,09/04/2019 16:43:58,1554828240618,1,09/04/2019 17:44:00,6138,39,task-jgum,,2427567,58ad509da7d4580001044215,672587,,complete,,5caccb5772576b0015da75b4,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1280x720,1280x616,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,1725.5800000275485,/task/29849/3/asset/Goat.mp3,0
1,1554828266895,09/04/2019 16:44:26,1554828268637,1,09/04/2019 17:44:28,6138,39,task-jgum,,2427571,5b8db81463096c0001dc1609,672588,,complete,,5cacc577d39f3000150faec9,computer,Desktop or Laptop,Chromium OS 11647.104.0,Chrome 73.0.3683.88,1366x768,1366x697,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,6065.449999999999,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1554828269676,09/04/2019 16:44:29,1554828271482,1,09/04/2019 17:44:31,6138,39,task-jgum,,2427571,5b8db81463096c0001dc1609,672588,,complete,,5cacc577d39f3000150faec9,computer,Desktop or Laptop,Chromium OS 11647.104.0,Chrome 73.0.3683.88,1366x768,1366x697,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,2829.980000000005,/task/29849/3/asset/Dog.mp3,1
3,1554828272233,09/04/2019 16:44:32,1554828274003,1,09/04/2019 17:44:34,6138,39,task-jgum,,2427571,5b8db81463096c0001dc1609,672588,,complete,,5cacc577d39f3000150faec9,computer,Desktop or Laptop,Chromium OS 11647.104.0,Chrome 73.0.3683.88,1366x768,1366x697,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,2509.4550000000017,/task/29849/3/asset/Owl.mp3,0
4,1554828274537,09/04/2019 16:44:34,1554828276332,1,09/04/2019 17:44:36,6138,39,task-jgum,,2427571,5b8db81463096c0001dc1609,672588,,complete,,5cacc577d39f3000150faec9,computer,Desktop or Laptop,Chromium OS 11647.104.0,Chrome 73.0.3683.88,1366x768,1366x697,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,2322.920000000011,/task/29849/3/asset/Goat.mp3,0
1,1554828357383,09/04/2019 16:45:57,1554828356743,1,09/04/2019 17:45:56,6138,39,task-jgum,,2427582,57f697c6733f560001b5898b,672592,,complete,,5cacca415c3ab900152f55c6,computer,Desktop or Laptop,Windows 7,Firefox 66.0,1920x1080,1920x1079,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,5939,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1554828361360,09/04/2019 16:46:01,1554828360815,1,09/04/2019 17:46:00,6138,39,task-jgum,,2427582,57f697c6733f560001b5898b,672592,,complete,,5cacca415c3ab900152f55c6,computer,Desktop or Laptop,Windows 7,Firefox 66.0,1920x1080,1920x1079,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,4061,/task/29849/3/asset/Dog.mp3,1
3,1554828363124,09/04/2019 16:46:03,1554828362529,1,09/04/2019 17:46:02,6138,39,task-jgum,,2427582,57f697c6733f560001b5898b,672592,,complete,,5cacca415c3ab900152f55c6,computer,Desktop or Laptop,Windows 7,Firefox 66.0,1920x1080,1920x1079,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,1700,/task/29849/3/asset/Owl.mp3,0
4,1554828366339,09/04/2019 16:46:06,1554828365797,1,09/04/2019 17:46:05,6138,39,task-jgum,,2427582,57f697c6733f560001b5898b,672592,,complete,,5cacca415c3ab900152f55c6,computer,Desktop or Laptop,Windows 7,Firefox 66.0,1920x1080,1920x1079,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,3258,/task/29849/3/asset/Goat.mp3,0
1,1554828392664,09/04/2019 16:46:32,1554828390460,1,09/04/2019 17:46:30,6138,39,task-jgum,,2427589,59269aac7724de000109190f,672594,,complete,,5caccc16972681000106c11f,computer,Desktop or Laptop,Chromium OS 11316.165.0,Chrome 72.0.3626.122,1366x768,1366x609,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,3228.484999970533,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1554828397643,09/04/2019 16:46:37,1554828395475,1,09/04/2019 17:46:35,6138,39,task-jgum,,2427589,59269aac7724de000109190f,672594,,complete,,5caccc16972681000106c11f,computer,Desktop or Laptop,Chromium OS 11316.165.0,Chrome 72.0.3626.122,1366x768,1366x609,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,5003.825000021607,/task/29849/3/asset/Dog.mp3,1
3,1554828401317,09/04/2019 16:46:41,1554828399157,1,09/04/2019 17:46:39,6138,39,task-jgum,,2427589,59269aac7724de000109190f,672594,,complete,,5caccc16972681000106c11f,computer,Desktop or Laptop,Chromium OS 11316.165.0,Chrome 72.0.3626.122,1366x768,1366x609,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,3666.220000013709,/task/29849/3/asset/Owl.mp3,0
4,1554828403073,09/04/2019 16:46:43,1554828400919,1,09/04/2019 17:46:40,6138,39,task-jgum,,2427589,59269aac7724de000109190f,672594,,complete,,5caccc16972681000106c11f,computer,Desktop or Laptop,Chromium OS 11316.165.0,Chrome 72.0.3626.122,1366x768,1366x609,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,1744.2700000246987,/task/29849/3/asset/Goat.mp3,0
1,1554828407284,09/04/2019 16:46:47,1554828404392,1,09/04/2019 17:46:44,6138,39,task-jgum,,2427590,5c4f22451b67050001c0ae68,672593,,complete,,5caccb87fec5ee00010f20f8,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1366x768,1366x625,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,7057.9799999977695,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
