Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-mgaa,checkpoint-z52s,checkpoint-u6nu,checkpoint-puaw,checkpoint-axcr,checkpoint-mrc4,reaction time,stimulus,button pressed
2,1554828411681,09/04/2019 16:46:51,1554828408949,1,09/04/2019 17:46:48,6138,39,task-jgum,,2427590,5c4f22451b67050001c0ae68,672593,,complete,,5caccb87fec5ee00010f20f8,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1366x768,1366x625,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,4552.549999993062,/task/29849/3/asset/Dog.mp3,1
3,1554828415783,09/04/2019 16:46:55,1554828413067,1,09/04/2019 17:46:53,6138,39,task-jgum,,2427590,5c4f22451b67050001c0ae68,672593,,complete,,5caccb87fec5ee00010f20f8,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1366x768,1366x625,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,4116.349999996601,/task/29849/3/asset/Owl.mp3,0
4,1554828418768,09/04/2019 16:46:58,1554828416051,1,09/04/2019 17:46:56,6138,39,task-jgum,,2427590,5c4f22451b67050001c0ae68,672593,,complete,,5caccb87fec5ee00010f20f8,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1366x768,1366x625,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,2981.855000005453,/task/29849/3/asset/Goat.mp3,0
1,1554828478489,09/04/2019 16:47:58,1554828476733,-4,09/04/2019 12:47:56,6138,39,task-jgum,,2427598,5c8324140322a90016b2558c,672590,,complete,,5cacca10001b5c0001be7037,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1360x768,1360x625,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,13297.479999999952,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1554828482744,09/04/2019 16:48:02,1554828481062,-4,09/04/2019 12:48:01,6138,39,task-jgum,,2427598,5c8324140322a90016b2558c,672590,,complete,,5cacca10001b5c0001be7037,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1360x768,1360x625,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,4323.409999999967,/task/29849/3/asset/Dog.mp3,1
3,1554828485870,09/04/2019 16:48:05,1554828484149,-4,09/04/2019 12:48:04,6138,39,task-jgum,,2427598,5c8324140322a90016b2558c,672590,,complete,,5cacca10001b5c0001be7037,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1360x768,1360x625,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,3082.6700000000055,/task/29849/3/asset/Owl.mp3,0
4,1554828488261,09/04/2019 16:48:08,1554828486572,-4,09/04/2019 12:48:06,6138,39,task-jgum,,2427598,5c8324140322a90016b2558c,672590,,complete,,5cacca10001b5c0001be7037,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1360x768,1360x625,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,2420.0550000000476,/task/29849/3/asset/Goat.mp3,0
1,1554828700626,09/04/2019 16:51:40,1554832309060,3,09/04/2019 20:51:49,6138,39,task-jgum,,2427617,5be376b6a0e7750001a053a4,672596,,complete,,5cacc5e8420bad00171db832,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1536x864,1536x763,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,6488.040000200272,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1554828704890,09/04/2019 16:51:44,1554832313453,3,09/04/2019 20:51:53,6138,39,task-jgum,,2427617,5be376b6a0e7750001a053a4,672596,,complete,,5cacc5e8420bad00171db832,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1536x864,1536x763,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,4389.204999897629,/task/29849/3/asset/Dog.mp3,1
3,1554828708156,09/04/2019 16:51:48,1554832316379,3,09/04/2019 20:51:56,6138,39,task-jgum,,2427617,5be376b6a0e7750001a053a4,672596,,complete,,5cacc5e8420bad00171db832,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1536x864,1536x763,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,2921.5799998492002,/task/29849/3/asset/Owl.mp3,0
4,1554828711562,09/04/2019 16:51:51,1554832320147,3,09/04/2019 20:52:00,6138,39,task-jgum,,2427617,5be376b6a0e7750001a053a4,672596,,complete,,5cacc5e8420bad00171db832,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1536x864,1536x763,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,3765.5000002123415,/task/29849/3/asset/Goat.mp3,0
1,1554829098924,09/04/2019 16:58:18,1554829089925,1,09/04/2019 17:58:09,6138,39,task-jgum,,2427635,5afc14a00b2d5f00015693b4,672595,,complete,,5cacca78976d010014b9cd8d,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1920x1080,1920x937,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,19883.600000001024,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1554829107992,09/04/2019 16:58:27,1554829099054,1,09/04/2019 17:58:19,6138,39,task-jgum,,2427635,5afc14a00b2d5f00015693b4,672595,,complete,,5cacca78976d010014b9cd8d,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1920x1080,1920x937,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,9126.359999994747,/task/29849/3/asset/Dog.mp3,1
3,1554829111167,09/04/2019 16:58:31,1554829102213,1,09/04/2019 17:58:22,6138,39,task-jgum,,2427635,5afc14a00b2d5f00015693b4,672595,,complete,,5cacca78976d010014b9cd8d,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1920x1080,1920x937,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,3157.8149999841116,/task/29849/3/asset/Owl.mp3,0
4,1554829113964,09/04/2019 16:58:33,1554829105029,1,09/04/2019 17:58:25,6138,39,task-jgum,,2427635,5afc14a00b2d5f00015693b4,672595,,complete,,5cacca78976d010014b9cd8d,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1920x1080,1920x937,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,2814.6449999767356,/task/29849/3/asset/Goat.mp3,0
1,1554829744094,09/04/2019 17:09:04,1554829743860,-7,09/04/2019 10:09:03,6138,39,task-jgum,,2427689,5c3d34e0e0ea820001460b7b,672611,,complete,,5cacd1150f757800019d0bdf,computer,Desktop or Laptop,Windows 10,Edge 18.17763,2021x1137,2021x1018,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,33839.5,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1554829747064,09/04/2019 17:09:07,1554829746900,-7,09/04/2019 10:09:06,6138,39,task-jgum,,2427689,5c3d34e0e0ea820001460b7b,672611,,complete,,5cacd1150f757800019d0bdf,computer,Desktop or Laptop,Windows 10,Edge 18.17763,2021x1137,2021x1018,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,2962.5999999999985,/task/29849/3/asset/Dog.mp3,1
3,1554829757824,09/04/2019 17:09:17,1554829757659,-7,09/04/2019 10:09:17,6138,39,task-jgum,,2427689,5c3d34e0e0ea820001460b7b,672611,,complete,,5cacd1150f757800019d0bdf,computer,Desktop or Laptop,Windows 10,Edge 18.17763,2021x1137,2021x1018,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,10754.899999999994,/task/29849/3/asset/Owl.mp3,0
4,1554829760889,09/04/2019 17:09:20,1554829760747,-7,09/04/2019 10:09:20,6138,39,task-jgum,,2427689,5c3d34e0e0ea820001460b7b,672611,,complete,,5cacd1150f757800019d0bdf,computer,Desktop or Laptop,Windows 10,Edge 18.17763,2021x1137,2021x1018,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,3083.100000000006,/task/29849/3/asset/Goat.mp3,0
1,1554829942788,09/04/2019 17:12:22,1554829942572,-7,09/04/2019 10:12:22,6138,39,task-jgum,,2427716,5c9e65d52707e10001a00524,672614,,complete,,5cacd1e64b07c800019cb223,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1280x720,1164x525,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,15182.184999997844,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1554829951393,09/04/2019 17:12:31,1554829951216,-7,09/04/2019 10:12:31,6138,39,task-jgum,,2427716,5c9e65d52707e10001a00524,672614,,complete,,5cacd1e64b07c800019cb223,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1280x720,1164x525,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,8638.8200000074,/task/29849/3/asset/Dog.mp3,1
3,1554829958516,09/04/2019 17:12:38,1554829958357,-7,09/04/2019 10:12:38,6138,39,task-jgum,,2427716,5c9e65d52707e10001a00524,672614,,complete,,5cacd1e64b07c800019cb223,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1280x720,1164x525,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,7137.730000002193,/task/29849/3/asset/Owl.mp3,0
4,1554829968303,09/04/2019 17:12:48,1554829968145,-7,09/04/2019 10:12:48,6138,39,task-jgum,,2427716,5c9e65d52707e10001a00524,672614,,complete,,5cacd1e64b07c800019cb223,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1280x720,1164x525,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,9784.749999991618,/task/29849/3/asset/Goat.mp3,0
1,1554832788366,09/04/2019 17:59:48,1554832788226,1,09/04/2019 18:59:48,6138,39,task-jgum,,2427845,571ceeb64ca277000953d1c1,672655,,complete,,5cacdd2c4393a300189f1a8e,computer,Desktop or Laptop,Mac OS 10.14.4,Chrome 73.0.3683.86,1280x800,1243x647,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,5005.79000000107,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1554832790854,09/04/2019 17:59:50,1554832790757,1,09/04/2019 18:59:50,6138,39,task-jgum,,2427845,571ceeb64ca277000953d1c1,672655,,complete,,5cacdd2c4393a300189f1a8e,computer,Desktop or Laptop,Mac OS 10.14.4,Chrome 73.0.3683.86,1280x800,1243x647,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,2525.245000000723,/task/29849/3/asset/Dog.mp3,1
3,1554832793276,09/04/2019 17:59:53,1554832793233,1,09/04/2019 18:59:53,6138,39,task-jgum,,2427845,571ceeb64ca277000953d1c1,672655,,complete,,5cacdd2c4393a300189f1a8e,computer,Desktop or Laptop,Mac OS 10.14.4,Chrome 73.0.3683.86,1280x800,1243x647,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,2472.135000001799,/task/29849/3/asset/Owl.mp3,0
4,1554832795120,09/04/2019 17:59:55,1554832795083,1,09/04/2019 18:59:55,6138,39,task-jgum,,2427845,571ceeb64ca277000953d1c1,672655,,complete,,5cacdd2c4393a300189f1a8e,computer,Desktop or Laptop,Mac OS 10.14.4,Chrome 73.0.3683.86,1280x800,1243x647,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,1845.6800000003568,/task/29849/3/asset/Goat.mp3,0
1,1554983629818,11/04/2019 11:53:49,1554983630786,1,11/04/2019 12:53:50,6138,39,task-jgum,,2432272,5bfa9a30975ee0000169849f,674197,,complete,,5caf2a54b05a2c001145b8df,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1366x768,1366x576,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,6754.154999973252,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1554983633740,11/04/2019 11:53:53,1554983634767,1,11/04/2019 12:53:54,6138,39,task-jgum,,2432272,5bfa9a30975ee0000169849f,674197,,complete,,5caf2a54b05a2c001145b8df,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1366x768,1366x576,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,3975.1300000352785,/task/29849/3/asset/Dog.mp3,1
3,1554983635834,11/04/2019 11:53:55,1554983636879,1,11/04/2019 12:53:56,6138,39,task-jgum,,2432272,5bfa9a30975ee0000169849f,674197,,complete,,5caf2a54b05a2c001145b8df,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1366x768,1366x576,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,2107.8299999935552,/task/29849/3/asset/Owl.mp3,0
4,1554983637516,11/04/2019 11:53:57,1554983638558,1,11/04/2019 12:53:58,6138,39,task-jgum,,2432272,5bfa9a30975ee0000169849f,674197,,complete,,5caf2a54b05a2c001145b8df,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1366x768,1366x576,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,1675.3800000296906,/task/29849/3/asset/Goat.mp3,0
1,1555082609731,12/04/2019 15:23:29,1555082609495,1,12/04/2019 16:23:29,6138,39,task-jgum,,2436087,5c18d82de4cea80001619773,675515,,complete,,5cb0acf6d8c3ca0001c5fdc8,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1920x1080,1920x975,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,9307.299999985844,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1555082611879,12/04/2019 15:23:31,1555082611824,1,12/04/2019 16:23:31,6138,39,task-jgum,,2436087,5c18d82de4cea80001619773,675515,,complete,,5cb0acf6d8c3ca0001c5fdc8,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1920x1080,1920x975,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,2320.980000018608,/task/29849/3/asset/Dog.mp3,1
3,1555082615427,12/04/2019 15:23:35,1555082615401,1,12/04/2019 16:23:35,6138,39,task-jgum,,2436087,5c18d82de4cea80001619773,675515,,complete,,5cb0acf6d8c3ca0001c5fdc8,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1920x1080,1920x975,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,3571.494999981951,/task/29849/3/asset/Owl.mp3,0
4,1555082623183,12/04/2019 15:23:43,1555082623123,1,12/04/2019 16:23:43,6138,39,task-jgum,,2436087,5c18d82de4cea80001619773,675515,,complete,,5cb0acf6d8c3ca0001c5fdc8,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1920x1080,1920x975,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,7720.059999963269,/task/29849/3/asset/Goat.mp3,0
1,1555083186970,12/04/2019 15:33:06,1555083186865,1,12/04/2019 16:33:06,6138,39,task-jgum,,2436195,5c34fc0848ad2900017e4e9f,675528,,complete,,5cb0af74db22ea001716a218,computer,Desktop or Laptop,Windows 10,Edge 18.17763,1569x882,1569x790,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,4424.4,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1555083216021,12/04/2019 15:33:36,1555083215977,1,12/04/2019 16:33:35,6138,39,task-jgum,,2436195,5c34fc0848ad2900017e4e9f,675528,,complete,,5cb0af74db22ea001716a218,computer,Desktop or Laptop,Windows 10,Edge 18.17763,1569x882,1569x790,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,29041.1,/task/29849/3/asset/Dog.mp3,3
3,1555083220371,12/04/2019 15:33:40,1555083220311,1,12/04/2019 16:33:40,6138,39,task-jgum,,2436195,5c34fc0848ad2900017e4e9f,675528,,complete,,5cb0af74db22ea001716a218,computer,Desktop or Laptop,Windows 10,Edge 18.17763,1569x882,1569x790,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,4329.9000000000015,/task/29849/3/asset/Owl.mp3,3
4,1555083227017,12/04/2019 15:33:47,1555083226971,1,12/04/2019 16:33:46,6138,39,task-jgum,,2436195,5c34fc0848ad2900017e4e9f,675528,,complete,,5cb0af74db22ea001716a218,computer,Desktop or Laptop,Windows 10,Edge 18.17763,1569x882,1569x790,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,6655.5999999999985,/task/29849/3/asset/Goat.mp3,3
1,1555084257650,12/04/2019 15:50:57,1555084257785,1,12/04/2019 16:50:57,6138,39,task-jgum,,2436576,5778f087ca706f000190edbb,675577,,complete,,5cb0b3730afac600160ea92d,computer,Desktop or Laptop,Windows 7,IE 11.0,1438x808,1438x661,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,5813.599992131268,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1555084260895,12/04/2019 15:51:00,1555084261086,1,12/04/2019 16:51:01,6138,39,task-jgum,,2436576,5778f087ca706f000190edbb,675577,,complete,,5cb0b3730afac600160ea92d,computer,Desktop or Laptop,Windows 7,IE 11.0,1438x808,1438x661,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,3246.0000966485622,/task/29849/3/asset/Dog.mp3,1
3,1555084263106,12/04/2019 15:51:03,1555084263293,1,12/04/2019 16:51:03,6138,39,task-jgum,,2436576,5778f087ca706f000190edbb,675577,,complete,,5cb0b3730afac600160ea92d,computer,Desktop or Laptop,Windows 7,IE 11.0,1438x808,1438x661,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,2143.1001693915714,/task/29849/3/asset/Owl.mp3,0
4,1555084264308,12/04/2019 15:51:04,1555084264500,1,12/04/2019 16:51:04,6138,39,task-jgum,,2436576,5778f087ca706f000190edbb,675577,,complete,,5cb0b3730afac600160ea92d,computer,Desktop or Laptop,Windows 7,IE 11.0,1438x808,1438x661,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,1163.3997884850523,/task/29849/3/asset/Goat.mp3,0
1,1555084415051,12/04/2019 15:53:35,1555084416178,1,12/04/2019 16:53:36,6138,39,task-jgum,,2436624,5b15821c1e55760001ba20d0,675579,,complete,,5cb0b3dfced3ee00012b0e82,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1334x889,1334x747,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,8831.99999993667,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1555084420709,12/04/2019 15:53:40,1555084421919,1,12/04/2019 16:53:41,6138,39,task-jgum,,2436624,5b15821c1e55760001ba20d0,675579,,complete,,5cb0b3dfced3ee00012b0e82,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1334x889,1334x747,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,5729.495000094175,/task/29849/3/asset/Dog.mp3,1
3,1555084423364,12/04/2019 15:53:43,1555084424592,1,12/04/2019 16:53:44,6138,39,task-jgum,,2436624,5b15821c1e55760001ba20d0,675579,,complete,,5cb0b3dfced3ee00012b0e82,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1334x889,1334x747,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,2665.0699998717755,/task/29849/3/asset/Owl.mp3,0
4,1555084427313,12/04/2019 15:53:47,1555084428526,1,12/04/2019 16:53:48,6138,39,task-jgum,,2436624,5b15821c1e55760001ba20d0,675579,,complete,,5cb0b3dfced3ee00012b0e82,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1334x889,1334x747,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,3925.4050001036376,/task/29849/3/asset/Goat.mp3,0
1,1555084555506,12/04/2019 15:55:55,1555084555303,-4,12/04/2019 11:55:55,6138,39,task-jgum,,2436719,58a477c660cd820001e9a5d6,675592,,complete,,5cb0b4a58a3bcd0017b8f768,computer,Desktop or Laptop,Windows 10,Firefox 66.0,1920x1080,1905x963,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,2744,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1555084560932,12/04/2019 15:56:00,1555084560751,-4,12/04/2019 11:56:00,6138,39,task-jgum,,2436719,58a477c660cd820001e9a5d6,675592,,complete,,5cb0b4a58a3bcd0017b8f768,computer,Desktop or Laptop,Windows 10,Firefox 66.0,1920x1080,1905x963,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,5429,/task/29849/3/asset/Dog.mp3,1
3,1555084563612,12/04/2019 15:56:03,1555084563211,-4,12/04/2019 11:56:03,6138,39,task-jgum,,2436719,58a477c660cd820001e9a5d6,675592,,complete,,5cb0b4a58a3bcd0017b8f768,computer,Desktop or Laptop,Windows 10,Firefox 66.0,1920x1080,1905x963,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,2451,/task/29849/3/asset/Owl.mp3,0
4,1555084565520,12/04/2019 15:56:05,1555084565346,-4,12/04/2019 11:56:05,6138,39,task-jgum,,2436719,58a477c660cd820001e9a5d6,675592,,complete,,5cb0b4a58a3bcd0017b8f768,computer,Desktop or Laptop,Windows 10,Firefox 66.0,1920x1080,1905x963,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,2128,/task/29849/3/asset/Goat.mp3,0
1,1555084949519,12/04/2019 16:02:29,1555084953859,1,12/04/2019 17:02:33,6138,39,task-jgum,,2436946,5c4737793a307700017fc5e8,675610,,complete,,5cb0b5ca4c042e00015c7e03,computer,Desktop or Laptop,Windows 8.1,Chrome 73.0.3683.86,1366x768,1366x625,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,5898.484999999993,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1555084956823,12/04/2019 16:02:36,1555084961171,1,12/04/2019 17:02:41,6138,39,task-jgum,,2436946,5c4737793a307700017fc5e8,675610,,complete,,5cb0b5ca4c042e00015c7e03,computer,Desktop or Laptop,Windows 8.1,Chrome 73.0.3683.86,1366x768,1366x625,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,7287.745000000032,/task/29849/3/asset/Dog.mp3,1
3,1555084965657,12/04/2019 16:02:45,1555084970079,1,12/04/2019 17:02:50,6138,39,task-jgum,,2436946,5c4737793a307700017fc5e8,675610,,complete,,5cb0b5ca4c042e00015c7e03,computer,Desktop or Laptop,Windows 8.1,Chrome 73.0.3683.86,1366x768,1366x625,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,8896.365000000002,/task/29849/3/asset/Owl.mp3,0
4,1555084968517,12/04/2019 16:02:48,1555084972908,1,12/04/2019 17:02:52,6138,39,task-jgum,,2436946,5c4737793a307700017fc5e8,675610,,complete,,5cb0b5ca4c042e00015c7e03,computer,Desktop or Laptop,Windows 8.1,Chrome 73.0.3683.86,1366x768,1366x625,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,2820.224999999995,/task/29849/3/asset/Goat.mp3,0
1,1555085156672,12/04/2019 16:05:56,1555085155455,1,12/04/2019 17:05:55,6138,39,task-jgum,,2437042,59d68fb8e376fa00010aaa81,675625,,complete,,5cb0b6ab3533b30001d41b6d,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1366x768,1366x657,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,74312.17999999353,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1555085159860,12/04/2019 16:05:59,1555085158846,1,12/04/2019 17:05:58,6138,39,task-jgum,,2437042,59d68fb8e376fa00010aaa81,675625,,complete,,5cb0b6ab3533b30001d41b6d,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1366x768,1366x657,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,3379.065000000992,/task/29849/3/asset/Dog.mp3,1
3,1555085162110,12/04/2019 16:06:02,1555085161068,1,12/04/2019 17:06:01,6138,39,task-jgum,,2437042,59d68fb8e376fa00010aaa81,675625,,complete,,5cb0b6ab3533b30001d41b6d,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1366x768,1366x657,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,2214.319999999134,/task/29849/3/asset/Owl.mp3,0
4,1555085165696,12/04/2019 16:06:05,1555085164659,1,12/04/2019 17:06:04,6138,39,task-jgum,,2437042,59d68fb8e376fa00010aaa81,675625,,complete,,5cb0b6ab3533b30001d41b6d,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1366x768,1366x657,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,3584.099999992759,/task/29849/3/asset/Goat.mp3,0
1,1555085143453,12/04/2019 16:05:43,1555085144356,1,12/04/2019 17:05:44,6138,39,task-jgum,,2437085,5c8af558d551550019d44308,675631,,complete,,5cb0b6f87c559e0011363054,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1366x768,1366x695,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,6512.665000000197,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
