Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-mgaa,checkpoint-z52s,checkpoint-u6nu,checkpoint-puaw,checkpoint-axcr,checkpoint-mrc4
3,1554828128878,09/04/2019 16:42:08,1554828131067,1,09/04/2019 17:42:11,6138,39,task-cukw,,2427546,55cb92aafdf99b45e4bb1165,672581,,complete,,5cacc916001b5c0017be703a,computer,Desktop or Laptop,Windows 10,Firefox 66.0,1600x900,1600x774,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
1,1554828104603,09/04/2019 16:41:44,1554828103022,1,09/04/2019 17:41:43,6138,39,task-cukw,,2427548,58740f5faff49500017b9b8e,672582,,complete,,5cacca0e9aab03001e8a7a5e,computer,Desktop or Laptop,Windows 10,Edge 18.17763,1536x864,1536x751,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
2,1554828120231,09/04/2019 16:42:00,1554828118671,1,09/04/2019 17:41:58,6138,39,task-cukw,,2427548,58740f5faff49500017b9b8e,672582,,complete,,5cacca0e9aab03001e8a7a5e,computer,Desktop or Laptop,Windows 10,Edge 18.17763,1536x864,1536x751,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
3,1554828125990,09/04/2019 16:42:05,1554828124477,1,09/04/2019 17:42:04,6138,39,task-cukw,,2427548,58740f5faff49500017b9b8e,672582,,complete,,5cacca0e9aab03001e8a7a5e,computer,Desktop or Laptop,Windows 10,Edge 18.17763,1536x864,1536x751,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
1,1554828162538,09/04/2019 16:42:42,1554828162802,1,09/04/2019 17:42:42,6138,39,task-cukw,,2427557,5c94b552cb58ab0001b9d859,672585,,complete,,5cacca7c40ed8e001637e253,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1600x900,1600x783,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
2,1554828180268,09/04/2019 16:43:00,1554828180610,1,09/04/2019 17:43:00,6138,39,task-cukw,,2427557,5c94b552cb58ab0001b9d859,672585,,complete,,5cacca7c40ed8e001637e253,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1600x900,1600x783,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
3,1554828187587,09/04/2019 16:43:07,1554828187882,1,09/04/2019 17:43:07,6138,39,task-cukw,,2427557,5c94b552cb58ab0001b9d859,672585,,complete,,5cacca7c40ed8e001637e253,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1600x900,1600x783,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
1,1554828189785,09/04/2019 16:43:09,1554828190749,1,09/04/2019 17:43:10,6138,39,task-cukw,,2427561,5b4133cd9c2ec600014f2487,672586,,complete,,5cacc9df5c84190001a48665,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1366x651,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
2,1554828203411,09/04/2019 16:43:23,1554828204410,1,09/04/2019 17:43:24,6138,39,task-cukw,,2427561,5b4133cd9c2ec600014f2487,672586,,complete,,5cacc9df5c84190001a48665,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1366x651,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
3,1554828211006,09/04/2019 16:43:31,1554828212021,1,09/04/2019 17:43:32,6138,39,task-cukw,,2427561,5b4133cd9c2ec600014f2487,672586,,complete,,5cacc9df5c84190001a48665,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1366x768,1366x651,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
1,1554828257460,09/04/2019 16:44:17,1554828259166,1,09/04/2019 17:44:19,6138,39,task-cukw,,2427570,58ad509da7d4580001044215,672587,,complete,,5caccb5772576b0015da75b4,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1280x720,1280x616,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
2,1554828282572,09/04/2019 16:44:42,1554828284485,1,09/04/2019 17:44:44,6138,39,task-cukw,,2427570,58ad509da7d4580001044215,672587,,complete,,5caccb5772576b0015da75b4,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1280x720,1280x616,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
3,1554828289048,09/04/2019 16:44:49,1554828291017,1,09/04/2019 17:44:51,6138,39,task-cukw,,2427570,58ad509da7d4580001044215,672587,,complete,,5caccb5772576b0015da75b4,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1280x720,1280x616,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
1,1554828280713,09/04/2019 16:44:40,1554828282454,1,09/04/2019 17:44:42,6138,39,task-cukw,,2427573,5b8db81463096c0001dc1609,672588,,complete,,5cacc577d39f3000150faec9,computer,Desktop or Laptop,Chromium OS 11647.104.0,Chrome 73.0.3683.88,1366x768,1366x697,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
2,1554828297606,09/04/2019 16:44:57,1554828299357,1,09/04/2019 17:44:59,6138,39,task-cukw,,2427573,5b8db81463096c0001dc1609,672588,,complete,,5cacc577d39f3000150faec9,computer,Desktop or Laptop,Chromium OS 11647.104.0,Chrome 73.0.3683.88,1366x768,1366x697,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
3,1554828307051,09/04/2019 16:45:07,1554828308831,1,09/04/2019 17:45:08,6138,39,task-cukw,,2427573,5b8db81463096c0001dc1609,672588,,complete,,5cacc577d39f3000150faec9,computer,Desktop or Laptop,Chromium OS 11647.104.0,Chrome 73.0.3683.88,1366x768,1366x697,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
1,1554828372105,09/04/2019 16:46:12,1554828371512,1,09/04/2019 17:46:11,6138,39,task-cukw,,2427583,57f697c6733f560001b5898b,672592,,complete,,5cacca415c3ab900152f55c6,computer,Desktop or Laptop,Windows 7,Firefox 66.0,1920x1080,1920x1079,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
2,1554828390108,09/04/2019 16:46:30,1554828389537,1,09/04/2019 17:46:29,6138,39,task-cukw,,2427583,57f697c6733f560001b5898b,672592,,complete,,5cacca415c3ab900152f55c6,computer,Desktop or Laptop,Windows 7,Firefox 66.0,1920x1080,1920x1079,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
3,1554828400035,09/04/2019 16:46:40,1554828399487,1,09/04/2019 17:46:39,6138,39,task-cukw,,2427583,57f697c6733f560001b5898b,672592,,complete,,5cacca415c3ab900152f55c6,computer,Desktop or Laptop,Windows 7,Firefox 66.0,1920x1080,1920x1079,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
1,1554828408174,09/04/2019 16:46:48,1554828405956,1,09/04/2019 17:46:45,6138,39,task-cukw,,2427592,59269aac7724de000109190f,672594,,complete,,5caccc16972681000106c11f,computer,Desktop or Laptop,Chromium OS 11316.165.0,Chrome 72.0.3626.122,1366x768,1366x609,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
2,1554828431234,09/04/2019 16:47:11,1554828429113,1,09/04/2019 17:47:09,6138,39,task-cukw,,2427592,59269aac7724de000109190f,672594,,complete,,5caccc16972681000106c11f,computer,Desktop or Laptop,Chromium OS 11316.165.0,Chrome 72.0.3626.122,1366x768,1366x609,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
3,1554828439241,09/04/2019 16:47:19,1554828437095,1,09/04/2019 17:47:17,6138,39,task-cukw,,2427592,59269aac7724de000109190f,672594,,complete,,5caccc16972681000106c11f,computer,Desktop or Laptop,Chromium OS 11316.165.0,Chrome 72.0.3626.122,1366x768,1366x609,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
1,1554828425880,09/04/2019 16:47:05,1554828423081,1,09/04/2019 17:47:03,6138,39,task-cukw,,2427593,5c4f22451b67050001c0ae68,672593,,complete,,5caccb87fec5ee00010f20f8,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1366x768,1366x625,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
2,1554828457072,09/04/2019 16:47:37,1554828452814,1,09/04/2019 17:47:32,6138,39,task-cukw,,2427593,5c4f22451b67050001c0ae68,672593,,complete,,5caccb87fec5ee00010f20f8,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1366x768,1366x625,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
3,1554828474199,09/04/2019 16:47:54,1554828471342,1,09/04/2019 17:47:51,6138,39,task-cukw,,2427593,5c4f22451b67050001c0ae68,672593,,complete,,5caccb87fec5ee00010f20f8,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1366x768,1366x625,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
1,1554828495913,09/04/2019 16:48:15,1554828494148,-4,09/04/2019 12:48:14,6138,39,task-cukw,,2427601,5c8324140322a90016b2558c,672590,,complete,,5cacca10001b5c0001be7037,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1360x768,1360x625,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
2,1554828511362,09/04/2019 16:48:31,1554828509541,-4,09/04/2019 12:48:29,6138,39,task-cukw,,2427601,5c8324140322a90016b2558c,672590,,complete,,5cacca10001b5c0001be7037,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1360x768,1360x625,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
3,1554828524562,09/04/2019 16:48:44,1554828522871,-4,09/04/2019 12:48:42,6138,39,task-cukw,,2427601,5c8324140322a90016b2558c,672590,,complete,,5cacca10001b5c0001be7037,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1360x768,1360x625,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
1,1554828718830,09/04/2019 16:51:58,1554832327346,3,09/04/2019 20:52:07,6138,39,task-cukw,,2427620,5be376b6a0e7750001a053a4,672596,,complete,,5cacc5e8420bad00171db832,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1536x864,1536x763,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
2,1554828734111,09/04/2019 16:52:14,1554832342659,3,09/04/2019 20:52:22,6138,39,task-cukw,,2427620,5be376b6a0e7750001a053a4,672596,,complete,,5cacc5e8420bad00171db832,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1536x864,1536x763,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
3,1554828747951,09/04/2019 16:52:27,1554832356420,3,09/04/2019 20:52:36,6138,39,task-cukw,,2427620,5be376b6a0e7750001a053a4,672596,,complete,,5cacc5e8420bad00171db832,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1536x864,1536x763,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
1,1554829119730,09/04/2019 16:58:39,1554829110717,1,09/04/2019 17:58:30,6138,39,task-cukw,,2427636,5afc14a00b2d5f00015693b4,672595,,complete,,5cacca78976d010014b9cd8d,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1920x1080,1920x937,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
2,1554829135580,09/04/2019 16:58:55,1554829126572,1,09/04/2019 17:58:46,6138,39,task-cukw,,2427636,5afc14a00b2d5f00015693b4,672595,,complete,,5cacca78976d010014b9cd8d,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1920x1080,1920x937,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
3,1554829144626,09/04/2019 16:59:04,1554829135684,1,09/04/2019 17:58:55,6138,39,task-cukw,,2427636,5afc14a00b2d5f00015693b4,672595,,complete,,5cacca78976d010014b9cd8d,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1920x1080,1920x937,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
1,1554829767809,09/04/2019 17:09:27,1554829767529,-7,09/04/2019 10:09:27,6138,39,task-cukw,,2427698,5c3d34e0e0ea820001460b7b,672611,,complete,,5cacd1150f757800019d0bdf,computer,Desktop or Laptop,Windows 10,Edge 18.17763,2021x1137,2021x1018,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
2,1554829779089,09/04/2019 17:09:39,1554829778748,-7,09/04/2019 10:09:38,6138,39,task-cukw,,2427698,5c3d34e0e0ea820001460b7b,672611,,complete,,5cacd1150f757800019d0bdf,computer,Desktop or Laptop,Windows 10,Edge 18.17763,2021x1137,2021x1018,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
3,1554829790581,09/04/2019 17:09:50,1554829790412,-7,09/04/2019 10:09:50,6138,39,task-cukw,,2427698,5c3d34e0e0ea820001460b7b,672611,,complete,,5cacd1150f757800019d0bdf,computer,Desktop or Laptop,Windows 10,Edge 18.17763,2021x1137,2021x1018,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
1,1554829976913,09/04/2019 17:12:56,1554829976654,-7,09/04/2019 10:12:56,6138,39,task-cukw,,2427720,5c9e65d52707e10001a00524,672614,,complete,,5cacd1e64b07c800019cb223,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1280x720,1164x525,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
2,1554829996155,09/04/2019 17:13:16,1554829995947,-7,09/04/2019 10:13:15,6138,39,task-cukw,,2427720,5c9e65d52707e10001a00524,672614,,complete,,5cacd1e64b07c800019cb223,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1280x720,1164x525,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
3,1554830004369,09/04/2019 17:13:24,1554830004202,-7,09/04/2019 10:13:24,6138,39,task-cukw,,2427720,5c9e65d52707e10001a00524,672614,,complete,,5cacd1e64b07c800019cb223,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1280x720,1164x525,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
1,1554832799423,09/04/2019 17:59:59,1554832799322,1,09/04/2019 18:59:59,6138,39,task-cukw,,2427846,571ceeb64ca277000953d1c1,672655,,complete,,5cacdd2c4393a300189f1a8e,computer,Desktop or Laptop,Mac OS 10.14.4,Chrome 73.0.3683.86,1280x800,1243x647,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
2,1554832808782,09/04/2019 18:00:08,1554832808731,1,09/04/2019 19:00:08,6138,39,task-cukw,,2427846,571ceeb64ca277000953d1c1,672655,,complete,,5cacdd2c4393a300189f1a8e,computer,Desktop or Laptop,Mac OS 10.14.4,Chrome 73.0.3683.86,1280x800,1243x647,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
3,1554832815069,09/04/2019 18:00:15,1554832815027,1,09/04/2019 19:00:15,6138,39,task-cukw,,2427846,571ceeb64ca277000953d1c1,672655,,complete,,5cacdd2c4393a300189f1a8e,computer,Desktop or Laptop,Mac OS 10.14.4,Chrome 73.0.3683.86,1280x800,1243x647,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
1,1554983642612,11/04/2019 11:54:02,1554983643526,1,11/04/2019 12:54:03,6138,39,task-cukw,,2432275,5bfa9a30975ee0000169849f,674197,,complete,,5caf2a54b05a2c001145b8df,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1366x768,1366x576,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
2,1554983653904,11/04/2019 11:54:13,1554983654947,1,11/04/2019 12:54:14,6138,39,task-cukw,,2432275,5bfa9a30975ee0000169849f,674197,,complete,,5caf2a54b05a2c001145b8df,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1366x768,1366x576,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
3,1554983660013,11/04/2019 11:54:20,1554983661051,1,11/04/2019 12:54:21,6138,39,task-cukw,,2432275,5bfa9a30975ee0000169849f,674197,,complete,,5caf2a54b05a2c001145b8df,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1366x768,1366x576,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
1,1555082631069,12/04/2019 15:23:51,1555082630874,1,12/04/2019 16:23:50,6138,39,task-cukw,,2436094,5c18d82de4cea80001619773,675515,,complete,,5cb0acf6d8c3ca0001c5fdc8,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1920x1080,1920x975,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
2,1555082642553,12/04/2019 15:24:02,1555082642320,1,12/04/2019 16:24:02,6138,39,task-cukw,,2436094,5c18d82de4cea80001619773,675515,,complete,,5cb0acf6d8c3ca0001c5fdc8,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1920x1080,1920x975,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
3,1555082654343,12/04/2019 15:24:14,1555082654071,1,12/04/2019 16:24:14,6138,39,task-cukw,,2436094,5c18d82de4cea80001619773,675515,,complete,,5cb0acf6d8c3ca0001c5fdc8,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1920x1080,1920x975,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
1,1555083230566,12/04/2019 15:33:50,1555083230460,1,12/04/2019 16:33:50,6138,39,task-cukw,,2436203,5c34fc0848ad2900017e4e9f,675528,,complete,,5cb0af74db22ea001716a218,computer,Desktop or Laptop,Windows 10,Edge 18.17763,1569x882,1569x790,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
2,1555083247817,12/04/2019 15:34:07,1555083247754,1,12/04/2019 16:34:07,6138,39,task-cukw,,2436203,5c34fc0848ad2900017e4e9f,675528,,complete,,5cb0af74db22ea001716a218,computer,Desktop or Laptop,Windows 10,Edge 18.17763,1569x882,1569x790,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
3,1555083256485,12/04/2019 15:34:16,1555083256441,1,12/04/2019 16:34:16,6138,39,task-cukw,,2436203,5c34fc0848ad2900017e4e9f,675528,,complete,,5cb0af74db22ea001716a218,computer,Desktop or Laptop,Windows 10,Edge 18.17763,1569x882,1569x790,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
1,1555084268722,12/04/2019 15:51:08,1555084268842,1,12/04/2019 16:51:08,6138,39,task-cukw,,2436581,5778f087ca706f000190edbb,675577,,complete,,5cb0b3730afac600160ea92d,computer,Desktop or Laptop,Windows 7,IE 11.0,1438x808,1438x661,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
2,1555084293770,12/04/2019 15:51:33,1555084293951,1,12/04/2019 16:51:33,6138,39,task-cukw,,2436581,5778f087ca706f000190edbb,675577,,complete,,5cb0b3730afac600160ea92d,computer,Desktop or Laptop,Windows 7,IE 11.0,1438x808,1438x661,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
3,1555084299953,12/04/2019 15:51:39,1555084300153,1,12/04/2019 16:51:40,6138,39,task-cukw,,2436581,5778f087ca706f000190edbb,675577,,complete,,5cb0b3730afac600160ea92d,computer,Desktop or Laptop,Windows 7,IE 11.0,1438x808,1438x661,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
1,1555084432820,12/04/2019 15:53:52,1555084433774,1,12/04/2019 16:53:53,6138,39,task-cukw,,2436636,5b15821c1e55760001ba20d0,675579,,complete,,5cb0b3dfced3ee00012b0e82,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1334x889,1334x747,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
2,1555084453999,12/04/2019 15:54:13,1555084455187,1,12/04/2019 16:54:15,6138,39,task-cukw,,2436636,5b15821c1e55760001ba20d0,675579,,complete,,5cb0b3dfced3ee00012b0e82,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1334x889,1334x747,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
3,1555084466898,12/04/2019 15:54:26,1555084468101,1,12/04/2019 16:54:28,6138,39,task-cukw,,2436636,5b15821c1e55760001ba20d0,675579,,complete,,5cb0b3dfced3ee00012b0e82,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1334x889,1334x747,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
1,1555084572061,12/04/2019 15:56:12,1555084571819,-4,12/04/2019 11:56:11,6138,39,task-cukw,,2436730,58a477c660cd820001e9a5d6,675592,,complete,,5cb0b4a58a3bcd0017b8f768,computer,Desktop or Laptop,Windows 10,Firefox 66.0,1920x1080,1905x963,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
2,1555084582327,12/04/2019 15:56:22,1555084582143,-4,12/04/2019 11:56:22,6138,39,task-cukw,,2436730,58a477c660cd820001e9a5d6,675592,,complete,,5cb0b4a58a3bcd0017b8f768,computer,Desktop or Laptop,Windows 10,Firefox 66.0,1920x1080,1905x963,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
3,1555084587704,12/04/2019 15:56:27,1555084587523,-4,12/04/2019 11:56:27,6138,39,task-cukw,,2436730,58a477c660cd820001e9a5d6,675592,,complete,,5cb0b4a58a3bcd0017b8f768,computer,Desktop or Laptop,Windows 10,Firefox 66.0,1920x1080,1905x963,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
1,1555084976954,12/04/2019 16:02:56,1555084981317,1,12/04/2019 17:03:01,6138,39,task-cukw,,2436967,5c4737793a307700017fc5e8,675610,,complete,,5cb0b5ca4c042e00015c7e03,computer,Desktop or Laptop,Windows 8.1,Chrome 73.0.3683.86,1366x768,1366x625,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
2,1555084994644,12/04/2019 16:03:14,1555084998997,1,12/04/2019 17:03:18,6138,39,task-cukw,,2436967,5c4737793a307700017fc5e8,675610,,complete,,5cb0b5ca4c042e00015c7e03,computer,Desktop or Laptop,Windows 8.1,Chrome 73.0.3683.86,1366x768,1366x625,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
3,1555085005094,12/04/2019 16:03:25,1555085009494,1,12/04/2019 17:03:29,6138,39,task-cukw,,2436967,5c4737793a307700017fc5e8,675610,,complete,,5cb0b5ca4c042e00015c7e03,computer,Desktop or Laptop,Windows 8.1,Chrome 73.0.3683.86,1366x768,1366x625,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
1,1555085161874,12/04/2019 16:06:01,1555085162866,1,12/04/2019 17:06:02,6138,39,task-cukw,,2437098,5c8af558d551550019d44308,675631,,complete,,5cb0b6f87c559e0011363054,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1366x768,1366x695,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
2,1555085173571,12/04/2019 16:06:13,1555085174585,1,12/04/2019 17:06:14,6138,39,task-cukw,,2437098,5c8af558d551550019d44308,675631,,complete,,5cb0b6f87c559e0011363054,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1366x768,1366x695,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
3,1555085194970,12/04/2019 16:06:34,1555085195968,1,12/04/2019 17:06:35,6138,39,task-cukw,,2437098,5c8af558d551550019d44308,675631,,complete,,5cb0b6f87c559e0011363054,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1366x768,1366x695,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
1,1555085170774,12/04/2019 16:06:10,1555085169695,1,12/04/2019 17:06:09,6138,39,task-cukw,,2437109,59d68fb8e376fa00010aaa81,675625,,complete,,5cb0b6ab3533b30001d41b6d,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1366x768,1366x657,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
2,1555085178859,12/04/2019 16:06:18,1555085177759,1,12/04/2019 17:06:17,6138,39,task-cukw,,2437109,59d68fb8e376fa00010aaa81,675625,,complete,,5cb0b6ab3533b30001d41b6d,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1366x768,1366x657,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
3,1555085186147,12/04/2019 16:06:26,1555085185113,1,12/04/2019 17:06:25,6138,39,task-cukw,,2437109,59d68fb8e376fa00010aaa81,675625,,complete,,5cb0b6ab3533b30001d41b6d,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.86,1366x768,1366x657,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
1,1555085242781,12/04/2019 16:07:22,1555085241044,1,12/04/2019 17:07:21,6138,39,task-cukw,,2437149,5ca634103697d60014addf56,675635,,complete,,5cb0b7131e58210018362f6c,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1366x768,1366x657,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
