Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-mgaa,checkpoint-z52s,checkpoint-u6nu,checkpoint-puaw,checkpoint-axcr,checkpoint-mrc4
1,1555337930615,15/04/2019 14:18:50,1555337930071,-5,15/04/2019 09:18:50,6138,39,task-cukw,,2463431,5c7070519f9392000150023c,680136,,complete,,5cb492614a93d0001ba7bb7b,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1360x768,1360x625,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
2,1555337976315,15/04/2019 14:19:36,1555337975806,-5,15/04/2019 09:19:35,6138,39,task-cukw,,2463431,5c7070519f9392000150023c,680136,,complete,,5cb492614a93d0001ba7bb7b,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1360x768,1360x625,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
3,1555337988849,15/04/2019 14:19:48,1555337988366,-5,15/04/2019 09:19:48,6138,39,task-cukw,,2463431,5c7070519f9392000150023c,680136,,complete,,5cb492614a93d0001ba7bb7b,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1360x768,1360x625,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
1,1555338305333,15/04/2019 14:25:05,1555338305191,1,15/04/2019 15:25:05,6138,39,task-cukw,,2463472,590df20e12802600017e1006,680156,,complete,,5cb493832f8b9b00017d7bc0,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1366x768,1366x657,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
2,1555338373172,15/04/2019 14:26:13,1555338373109,1,15/04/2019 15:26:13,6138,39,task-cukw,,2463472,590df20e12802600017e1006,680156,,complete,,5cb493832f8b9b00017d7bc0,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1366x768,1366x657,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
3,1555338389728,15/04/2019 14:26:29,1555338389675,1,15/04/2019 15:26:29,6138,39,task-cukw,,2463472,590df20e12802600017e1006,680156,,complete,,5cb493832f8b9b00017d7bc0,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1366x768,1366x657,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
1,1555338311023,15/04/2019 14:25:11,1555338312670,1,15/04/2019 15:25:12,6138,39,task-cukw,,2463477,5c27c724867f660001ae6785,680155,,complete,,5cb4932df17324001713b392,computer,Desktop or Laptop,Windows 7,Chrome 73.0.3683.103,1366x768,1348x635,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
2,1555338414763,15/04/2019 14:26:54,1555338416405,1,15/04/2019 15:26:56,6138,39,task-cukw,,2463477,5c27c724867f660001ae6785,680155,,complete,,5cb4932df17324001713b392,computer,Desktop or Laptop,Windows 7,Chrome 73.0.3683.103,1366x768,1348x635,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
3,1555338432137,15/04/2019 14:27:12,1555338433878,1,15/04/2019 15:27:13,6138,39,task-cukw,,2463477,5c27c724867f660001ae6785,680155,,complete,,5cb4932df17324001713b392,computer,Desktop or Laptop,Windows 7,Chrome 73.0.3683.103,1366x768,1348x635,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
1,1555338561733,15/04/2019 14:29:21,1555338561628,1,15/04/2019 15:29:21,6138,39,task-cukw,,2463499,5c541bd1179da1000166dde7,680168,,complete,,5cb494504d3e230016e4f69f,computer,Desktop or Laptop,Windows 7,Chrome 73.0.3683.103,1600x900,1600x757,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
2,1555338572827,15/04/2019 14:29:32,1555338572799,1,15/04/2019 15:29:32,6138,39,task-cukw,,2463499,5c541bd1179da1000166dde7,680168,,complete,,5cb494504d3e230016e4f69f,computer,Desktop or Laptop,Windows 7,Chrome 73.0.3683.103,1600x900,1600x757,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
3,1555338584437,15/04/2019 14:29:44,1555338584380,1,15/04/2019 15:29:44,6138,39,task-cukw,,2463499,5c541bd1179da1000166dde7,680168,,complete,,5cb494504d3e230016e4f69f,computer,Desktop or Laptop,Windows 7,Chrome 73.0.3683.103,1600x900,1600x757,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
1,1555338612276,15/04/2019 14:30:12,1555338610398,-5,15/04/2019 09:30:10,6138,39,task-cukw,,2463504,5c37aa8b832a8400010983b3,680167,,complete,,5cb4944b8db4e600186786f1,computer,Desktop or Laptop,Windows 7,Chrome 73.0.3683.103,1366x768,1278x665,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
2,1555338634899,15/04/2019 14:30:34,1555338633343,-5,15/04/2019 09:30:33,6138,39,task-cukw,,2463504,5c37aa8b832a8400010983b3,680167,,complete,,5cb4944b8db4e600186786f1,computer,Desktop or Laptop,Windows 7,Chrome 73.0.3683.103,1366x768,1278x665,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
3,1555338654805,15/04/2019 14:30:54,1555338653072,-5,15/04/2019 09:30:53,6138,39,task-cukw,,2463504,5c37aa8b832a8400010983b3,680167,,complete,,5cb4944b8db4e600186786f1,computer,Desktop or Laptop,Windows 7,Chrome 73.0.3683.103,1366x768,1278x665,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
1,1555338661383,15/04/2019 14:31:01,1555338661070,1,15/04/2019 15:31:01,6138,39,task-cukw,,2463508,5c840d70969e2600152b2b5e,680171,,complete,,5cb494b0cc84cf001653bac8,computer,Desktop or Laptop,Windows 10,IE 11.0,1366x768,1366x643,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
2,1555338670711,15/04/2019 14:31:10,1555338670527,1,15/04/2019 15:31:10,6138,39,task-cukw,,2463508,5c840d70969e2600152b2b5e,680171,,complete,,5cb494b0cc84cf001653bac8,computer,Desktop or Laptop,Windows 10,IE 11.0,1366x768,1366x643,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
3,1555338681383,15/04/2019 14:31:21,1555338681116,1,15/04/2019 15:31:21,6138,39,task-cukw,,2463508,5c840d70969e2600152b2b5e,680171,,complete,,5cb494b0cc84cf001653bac8,computer,Desktop or Laptop,Windows 10,IE 11.0,1366x768,1366x643,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
1,1555342934896,15/04/2019 15:42:14,1555342932235,-5,15/04/2019 10:42:12,6138,39,task-cukw,,2463851,56d0901c197fb1000b2348ee,680257,,complete,,5cb49ff97af0630017312a74,computer,Desktop or Laptop,Windows 10,Opera 60.0.3255.37,1920x1080,1880x978,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
2,1555342944939,15/04/2019 15:42:24,1555342942361,-5,15/04/2019 10:42:22,6138,39,task-cukw,,2463851,56d0901c197fb1000b2348ee,680257,,complete,,5cb49ff97af0630017312a74,computer,Desktop or Laptop,Windows 10,Opera 60.0.3255.37,1920x1080,1880x978,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
3,1555342951414,15/04/2019 15:42:31,1555342948777,-5,15/04/2019 10:42:28,6138,39,task-cukw,,2463851,56d0901c197fb1000b2348ee,680257,,complete,,5cb49ff97af0630017312a74,computer,Desktop or Laptop,Windows 10,Opera 60.0.3255.37,1920x1080,1880x978,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
1,1555362498969,15/04/2019 21:08:18,1555362487105,-6,15/04/2019 15:08:07,6138,39,task-cukw,,2467936,565e0989998e4400054bdd7e,681086,,complete,,5cb4f2745d358c00168a4aa2,computer,Desktop or Laptop,Windows 7,Firefox 66.0,1920x1080,1920x925,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
2,1555362506087,15/04/2019 21:08:26,1555362494281,-6,15/04/2019 15:08:14,6138,39,task-cukw,,2467936,565e0989998e4400054bdd7e,681086,,complete,,5cb4f2745d358c00168a4aa2,computer,Desktop or Laptop,Windows 7,Firefox 66.0,1920x1080,1920x925,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
3,1555362512126,15/04/2019 21:08:32,1555362500340,-6,15/04/2019 15:08:20,6138,39,task-cukw,,2467936,565e0989998e4400054bdd7e,681086,,complete,,5cb4f2745d358c00168a4aa2,computer,Desktop or Laptop,Windows 7,Firefox 66.0,1920x1080,1920x925,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
1,1555519444544,17/04/2019 16:44:04,1555519445081,1,17/04/2019 17:44:05,6138,39,task-cukw,,2475765,5a341b9b9f2e74000137ec06,683241,,complete,,5cb75704659e3d00159208b5,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1440x900,1440x789,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
2,1555519461677,17/04/2019 16:44:21,1555519463406,1,17/04/2019 17:44:23,6138,39,task-cukw,,2475765,5a341b9b9f2e74000137ec06,683241,,complete,,5cb75704659e3d00159208b5,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1440x900,1440x789,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
3,1555519477814,17/04/2019 16:44:37,1555519478295,1,17/04/2019 17:44:38,6138,39,task-cukw,,2475765,5a341b9b9f2e74000137ec06,683241,,complete,,5cb75704659e3d00159208b5,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1440x900,1440x789,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
1,1555519441414,17/04/2019 16:44:01,1555519442043,1,17/04/2019 17:44:02,6138,39,task-cukw,,2475766,5654f4b9d970d10011831e42,683239,,complete,,5cb75706cb58210016750c99,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1366x768,1366x695,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
2,1555519459131,17/04/2019 16:44:19,1555519459813,1,17/04/2019 17:44:19,6138,39,task-cukw,,2475766,5654f4b9d970d10011831e42,683239,,complete,,5cb75706cb58210016750c99,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1366x768,1366x695,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
3,1555519471971,17/04/2019 16:44:31,1555519472649,1,17/04/2019 17:44:32,6138,39,task-cukw,,2475766,5654f4b9d970d10011831e42,683239,,complete,,5cb75706cb58210016750c99,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1366x768,1366x695,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
1,1555519443762,17/04/2019 16:44:03,1555519443834,-4,17/04/2019 12:44:03,6138,39,task-cukw,,2475767,570521cfde5095001018a0c8,683244,,complete,,5cb757067ab7920001571e91,computer,Desktop or Laptop,Mac OS 10.9.5,Chrome 67.0.3396.87,1440x900,1440x900,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
2,1555519458343,17/04/2019 16:44:18,1555519458473,-4,17/04/2019 12:44:18,6138,39,task-cukw,,2475767,570521cfde5095001018a0c8,683244,,complete,,5cb757067ab7920001571e91,computer,Desktop or Laptop,Mac OS 10.9.5,Chrome 67.0.3396.87,1440x900,1440x900,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
3,1555519470814,17/04/2019 16:44:30,1555519469198,-4,17/04/2019 12:44:29,6138,39,task-cukw,,2475767,570521cfde5095001018a0c8,683244,,complete,,5cb757067ab7920001571e91,computer,Desktop or Laptop,Mac OS 10.9.5,Chrome 67.0.3396.87,1440x900,1440x900,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
1,1555519440945,17/04/2019 16:44:00,1555519435420,1,17/04/2019 17:43:55,6138,39,task-cukw,,2475768,5c572653798cde00015f267f,683243,,complete,,5cb75748a0ce730001256ff7,computer,Desktop or Laptop,Windows 7,Firefox 66.0,1920x1080,1920x944,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
2,1555519451995,17/04/2019 16:44:11,1555519446602,1,17/04/2019 17:44:06,6138,39,task-cukw,,2475768,5c572653798cde00015f267f,683243,,complete,,5cb75748a0ce730001256ff7,computer,Desktop or Laptop,Windows 7,Firefox 66.0,1920x1080,1920x944,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
3,1555519461771,17/04/2019 16:44:21,1555519456354,1,17/04/2019 17:44:16,6138,39,task-cukw,,2475768,5c572653798cde00015f267f,683243,,complete,,5cb75748a0ce730001256ff7,computer,Desktop or Laptop,Windows 7,Firefox 66.0,1920x1080,1920x944,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
1,1555519446522,17/04/2019 16:44:06,1555519446284,-7,17/04/2019 09:44:06,6138,39,task-cukw,,2475769,5c8974ef34daa70015e92daf,683245,,complete,,5cb756f7d55d9600010a2f7d,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3739.0,1280x720,1280x605,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
2,1555519454571,17/04/2019 16:44:14,1555519454378,-7,17/04/2019 09:44:14,6138,39,task-cukw,,2475769,5c8974ef34daa70015e92daf,683245,,complete,,5cb756f7d55d9600010a2f7d,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3739.0,1280x720,1280x605,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
3,1555519462918,17/04/2019 16:44:22,1555519462727,-7,17/04/2019 09:44:22,6138,39,task-cukw,,2475769,5c8974ef34daa70015e92daf,683245,,complete,,5cb756f7d55d9600010a2f7d,computer,Desktop or Laptop,Windows 10,Chrome 75.0.3739.0,1280x720,1280x605,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
1,1555519454837,17/04/2019 16:44:14,1555519454714,-4,17/04/2019 12:44:14,6138,39,task-cukw,,2475770,5c2eb9c30091e40001cba678,683238,,complete,,5cb756eb7ca1d700016f285f,computer,Desktop or Laptop,Mac OS 10.14.4,Chrome 73.0.3683.103,1440x900,1440x789,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
2,1555519466721,17/04/2019 16:44:26,1555519466704,-4,17/04/2019 12:44:26,6138,39,task-cukw,,2475770,5c2eb9c30091e40001cba678,683238,,complete,,5cb756eb7ca1d700016f285f,computer,Desktop or Laptop,Mac OS 10.14.4,Chrome 73.0.3683.103,1440x900,1440x789,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
3,1555519473721,17/04/2019 16:44:33,1555519473699,-4,17/04/2019 12:44:33,6138,39,task-cukw,,2475770,5c2eb9c30091e40001cba678,683238,,complete,,5cb756eb7ca1d700016f285f,computer,Desktop or Laptop,Mac OS 10.14.4,Chrome 73.0.3683.103,1440x900,1440x789,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
1,1555519496299,17/04/2019 16:44:56,1555519499711,1,17/04/2019 17:44:59,6138,39,task-cukw,,2475779,5a993b151eda410001365a23,683240,,complete,,5cb75705843398001600603c,computer,Desktop or Laptop,Windows 8.1,Chrome 73.0.3683.103,1366x768,1242x597,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
2,1555519523340,17/04/2019 16:45:23,1555519526792,1,17/04/2019 17:45:26,6138,39,task-cukw,,2475779,5a993b151eda410001365a23,683240,,complete,,5cb75705843398001600603c,computer,Desktop or Laptop,Windows 8.1,Chrome 73.0.3683.103,1366x768,1242x597,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
3,1555519536675,17/04/2019 16:45:36,1555519540091,1,17/04/2019 17:45:40,6138,39,task-cukw,,2475779,5a993b151eda410001365a23,683240,,complete,,5cb75705843398001600603c,computer,Desktop or Laptop,Windows 8.1,Chrome 73.0.3683.103,1366x768,1242x597,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
1,1555519633314,17/04/2019 16:47:13,1555519631317,1,17/04/2019 17:47:11,6138,39,task-cukw,,2475800,5c5a093738e69b0001dd9343,683242,,complete,,5cb757079f41b70017e6133a,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1366x768,1366x657,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
2,1555519648538,17/04/2019 16:47:28,1555519646626,1,17/04/2019 17:47:26,6138,39,task-cukw,,2475800,5c5a093738e69b0001dd9343,683242,,complete,,5cb757079f41b70017e6133a,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1366x768,1366x657,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
3,1555519662203,17/04/2019 16:47:42,1555519660262,1,17/04/2019 17:47:40,6138,39,task-cukw,,2475800,5c5a093738e69b0001dd9343,683242,,complete,,5cb757079f41b70017e6133a,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1366x768,1366x657,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
1,1555519637631,17/04/2019 16:47:17,1555519636575,-4,17/04/2019 12:47:16,6138,39,task-cukw,,2475801,55b9a9b0fdf99b6906d2aba4,683250,,complete,,5cb757a55a63a200017eab8e,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1920x1080,1920x937,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
2,1555519677511,17/04/2019 16:47:57,1555519676491,-4,17/04/2019 12:47:56,6138,39,task-cukw,,2475801,55b9a9b0fdf99b6906d2aba4,683250,,complete,,5cb757a55a63a200017eab8e,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1920x1080,1920x937,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
3,1555519692316,17/04/2019 16:48:12,1555519691295,-4,17/04/2019 12:48:11,6138,39,task-cukw,,2475801,55b9a9b0fdf99b6906d2aba4,683250,,complete,,5cb757a55a63a200017eab8e,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1920x1080,1920x937,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
1,1555519659161,17/04/2019 16:47:39,1555519685587,1,17/04/2019 17:48:05,6138,39,task-cukw,,2475805,5880f713ab00f60001923541,683251,,complete,,5cb7570a3e985d0016c05f77,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1366x768,1350x640,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
2,1555519683717,17/04/2019 16:48:03,1555519710176,1,17/04/2019 17:48:30,6138,39,task-cukw,,2475805,5880f713ab00f60001923541,683251,,complete,,5cb7570a3e985d0016c05f77,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1366x768,1350x640,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
3,1555519691003,17/04/2019 16:48:11,1555519717488,1,17/04/2019 17:48:37,6138,39,task-cukw,,2475805,5880f713ab00f60001923541,683251,,complete,,5cb7570a3e985d0016c05f77,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1366x768,1350x640,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
1,1555519898114,17/04/2019 16:51:38,1555519896175,1,17/04/2019 17:51:36,6138,39,task-cukw,,2475834,5c35655f87b777000170d85a,683252,,complete,,5cb757027c68990017026fe3,computer,Desktop or Laptop,Windows 7,Chrome 73.0.3683.103,1920x1080,1920x937,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
2,1555520647370,17/04/2019 17:04:07,1555520645369,1,17/04/2019 18:04:05,6138,39,task-cukw,,2475834,5c35655f87b777000170d85a,683252,,complete,,5cb757027c68990017026fe3,computer,Desktop or Laptop,Windows 7,Chrome 73.0.3683.103,1920x1080,1920x937,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
3,1555520664895,17/04/2019 17:04:24,1555520662976,1,17/04/2019 18:04:22,6138,39,task-cukw,,2475834,5c35655f87b777000170d85a,683252,,complete,,5cb757027c68990017026fe3,computer,Desktop or Laptop,Windows 7,Chrome 73.0.3683.103,1920x1080,1920x937,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
1,1555519940113,17/04/2019 16:52:20,1555519948661,1,17/04/2019 17:52:28,6138,39,task-cukw,,2475846,57ade933b7a5690001ae184a,683257,,complete,,5cb759468d3792001b7bc9c7,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1366x768,1366x657,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
2,1555519958230,17/04/2019 16:52:38,1555519966836,1,17/04/2019 17:52:46,6138,39,task-cukw,,2475846,57ade933b7a5690001ae184a,683257,,complete,,5cb759468d3792001b7bc9c7,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1366x768,1366x657,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
3,1555519969795,17/04/2019 16:52:49,1555519978439,1,17/04/2019 17:52:58,6138,39,task-cukw,,2475846,57ade933b7a5690001ae184a,683257,,complete,,5cb759468d3792001b7bc9c7,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1366x768,1366x657,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
1,1555519969855,17/04/2019 16:52:49,1555519970281,1,17/04/2019 17:52:50,6138,39,task-cukw,,2475849,5c28cac3867f660001ae9c4a,683246,,complete,,5cb756fef07f86001a37a863,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1536x864,1536x754,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
2,1555520001432,17/04/2019 16:53:21,1555520001925,1,17/04/2019 17:53:21,6138,39,task-cukw,,2475849,5c28cac3867f660001ae9c4a,683246,,complete,,5cb756fef07f86001a37a863,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1536x864,1536x754,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
3,1555520031108,17/04/2019 16:53:51,1555520031619,1,17/04/2019 17:53:51,6138,39,task-cukw,,2475849,5c28cac3867f660001ae9c4a,683246,,complete,,5cb756fef07f86001a37a863,computer,Desktop or Laptop,Windows 10,Chrome 73.0.3683.103,1536x864,1536x754,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
1,1555520320539,17/04/2019 16:58:40,1555520319690,-4,17/04/2019 12:58:39,6138,39,task-cukw,,2475864,5a6d67dbe70ca900017adb9c,683259,,complete,,5cb757c2cc1deb001500360b,computer,Desktop or Laptop,Mac OS 10.11.6,Safari 11.1.2,1440x900,1440x816,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
2,1555520331784,17/04/2019 16:58:51,1555520331785,-4,17/04/2019 12:58:51,6138,39,task-cukw,,2475864,5a6d67dbe70ca900017adb9c,683259,,complete,,5cb757c2cc1deb001500360b,computer,Desktop or Laptop,Mac OS 10.11.6,Safari 11.1.2,1440x900,1440x816,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
3,1555520338099,17/04/2019 16:58:58,1555520338088,-4,17/04/2019 12:58:58,6138,39,task-cukw,,2475864,5a6d67dbe70ca900017adb9c,683259,,complete,,5cb757c2cc1deb001500360b,computer,Desktop or Laptop,Mac OS 10.11.6,Safari 11.1.2,1440x900,1440x816,after questionnairs,Pre Max Tapping Instruction,6,Low to High,after consent,after demographics,after training,after fishing,after questionnairs
1,1555520523418,17/04/2019 17:02:03,1555520523274,-5,17/04/2019 12:02:03,6138,39,task-cukw,,2475900,5be6591a1781990001f7dfe1,683265,,complete,,5cb75a749107ae00017b6ac4,computer,Desktop or Laptop,Mac OS 10.14,Firefox 66.0,1440x810,1440x755,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
2,1555520550371,17/04/2019 17:02:30,1555520550282,-5,17/04/2019 12:02:30,6138,39,task-cukw,,2475900,5be6591a1781990001f7dfe1,683265,,complete,,5cb75a749107ae00017b6ac4,computer,Desktop or Laptop,Mac OS 10.14,Firefox 66.0,1440x810,1440x755,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
3,1555520558558,17/04/2019 17:02:38,1555520558449,-5,17/04/2019 12:02:38,6138,39,task-cukw,,2475900,5be6591a1781990001f7dfe1,683265,,complete,,5cb75a749107ae00017b6ac4,computer,Desktop or Laptop,Mac OS 10.14,Firefox 66.0,1440x810,1440x755,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
1,1555520562042,17/04/2019 17:02:42,1555520563281,1,17/04/2019 18:02:43,6138,39,task-cukw,,2475907,59b859e711212f0001cd10ff,683264,,complete,,5cb75b0b53d59d00170cb9d9,computer,Desktop or Laptop,Windows 10,Firefox 66.0,2560x1440,2560x1276,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
2,1555520576173,17/04/2019 17:02:56,1555520577449,1,17/04/2019 18:02:57,6138,39,task-cukw,,2475907,59b859e711212f0001cd10ff,683264,,complete,,5cb75b0b53d59d00170cb9d9,computer,Desktop or Laptop,Windows 10,Firefox 66.0,2560x1440,2560x1276,after questionnairs,Pre Max Tapping Instruction,6,High to Low,after consent,after demographics,after training,after fishing,after questionnairs
